Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Workers,"Commuting to Work",Walked,5249,"(+/- 1336 )",4431,"(+/- 1308 )",7607,"(+/- 1535 )",10850,"(+/- 2003 )",15290,"(+/- 2103 )",28570,"(+/- 3446 )",46588,"(+/- 4308 )",20628,"(+/- 2581 )",24177,"(+/- 2913 )",67184,"(+/- 5708 )",17100,"(+/- 2306 )",95937,"(+/- 7112 )",40384,"(+/- 4457 )",27806,"(+/- 3536 )",24078,"(+/- 3226 )",14304,"(+/- 2618 )",15646,"(+/- 2022 )",12301,"(+/- 2150 )",13204,"(+/- 1962 )",12162,"(+/- 1832 )",11770,"(+/- 1729 )",9919,"(+/- 1351 )",19368,"(+/- 2302 )",11818,"(+/- 1651 )",10920,"(+/- 1675 )",10680,"(+/- 1699 )",6678,"(+/- 1341 )"
Workers,"Commuting to Work","Other means",3434,"(+/- 882 )",5743,"(+/- 1629 )",4559,"(+/- 1551 )",2591,"(+/- 841 )",5459,"(+/- 1058 )",4426,"(+/- 1117 )",13509,"(+/- 2550 )",10666,"(+/- 2040 )",10087,"(+/- 1580 )",22280,"(+/- 3992 )",4771,"(+/- 1173 )",24606,"(+/- 3474 )",9128,"(+/- 1699 )",6410,"(+/- 1362 )",6465,"(+/- 1523 )",6650,"(+/- 1670 )",6404,"(+/- 1485 )",3488,"(+/- 939 )",4529,"(+/- 1143 )",5690,"(+/- 1568 )",4737,"(+/- 1192 )",2662,"(+/- 878 )",5260,"(+/- 1217 )",3989,"(+/- 1251 )",4841,"(+/- 1016 )",5014,"(+/- 1197 )",3469,"(+/- 858 )"
Workers,"Commuting to Work","Worked at home",16714,"(+/- 2472 )",9869,"(+/- 1984 )",17654,"(+/- 1994 )",13714,"(+/- 1942 )",10768,"(+/- 1688 )",9649,"(+/- 1504 )",18374,"(+/- 2585 )",12248,"(+/- 1866 )",16515,"(+/- 2052 )",28307,"(+/- 3575 )",10183,"(+/- 1652 )",29185,"(+/- 4065 )",16704,"(+/- 2605 )",8830,"(+/- 1709 )",9574,"(+/- 2122 )",13955,"(+/- 1701 )",18721,"(+/- 2100 )",17807,"(+/- 2240 )",18307,"(+/- 2236 )",14602,"(+/- 2325 )",15219,"(+/- 2291 )",14835,"(+/- 1509 )",15094,"(+/- 1698 )",15743,"(+/- 1866 )",14784,"(+/- 1877 )",9230,"(+/- 1600 )",13428,"(+/- 2072 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",32.4,"(+/- 0.8 )",32.1,"(+/- 0.8 )",37.6,"(+/- 0.8 )",35.6,"(+/- 0.8 )",47.2,"(+/- 0.8 )",43.0,"(+/- 0.9 )",39.2,"(+/- 0.8 )",44.4,"(+/- 0.9 )",45.3,"(+/- 0.7 )",34.0,"(+/- 0.8 )",46.0,"(+/- 1.0 )",30.6,"(+/- 0.7 )",42.1,"(+/- 0.7 )",42.7,"(+/- 0.9 )",45.0,"(+/- 1.0 )",39.7,"(+/- 1.0 )",32.4,"(+/- 0.7 )",34.7,"(+/- 0.8 )",28.9,"(+/- 0.9 )",22.2,"(+/- 0.5 )",22.2,"(+/- 0.6 )",21.2,"(+/- 0.5 )",20.8,"(+/- 0.5 )",21.1,"(+/- 0.4 )",20.2,"(+/- 0.5 )",20.6,"(+/- 0.5 )",23.9,"(+/- 0.5 )"
Workers,Occupation,"Civilian employed population 16 years and over",356411,"(+/- 6246 )",375650,"(+/- 8574 )",348529,"(+/- 8664 )",371947,"(+/- 7562 )",381709,"(+/- 11817 )",379230,"(+/- 11656 )",361014,"(+/- 11325 )",363824,"(+/- 10562 )",361953,"(+/- 10190 )",378274,"(+/- 12341 )",344754,"(+/- 8198 )",445154,"(+/- 12141 )",392275,"(+/- 13283 )",351382,"(+/- 12516 )",299823,"(+/- 8980 )",363078,"(+/- 10102 )",365810,"(+/- 6912 )",354955,"(+/- 6663 )",328567,"(+/- 6752 )",368740,"(+/- 6968 )",312134,"(+/- 5905 )",318330,"(+/- 5324 )",317034,"(+/- 5097 )",332568,"(+/- 4753 )",359402,"(+/- 5129 )",349616,"(+/- 6402 )",352274,"(+/- 6929 )"
Workers,Occupation,"Management, business, science, and arts occupations",147128,"(+/- 5796 )",137619,"(+/- 6397 )",179948,"(+/- 6763 )",160284,"(+/- 5807 )",116305,"(+/- 5688 )",138392,"(+/- 7113 )",142502,"(+/- 7077 )",138377,"(+/- 5442 )",165186,"(+/- 6735 )",221529,"(+/- 9602 )",148006,"(+/- 6557 )",306578,"(+/- 9237 )",141109,"(+/- 8996 )",102931,"(+/- 5625 )",53796,"(+/- 4905 )",154759,"(+/- 6328 )",169527,"(+/- 5954 )",144886,"(+/- 5692 )",123014,"(+/- 4901 )",166680,"(+/- 6371 )",110665,"(+/- 4154 )",112811,"(+/- 4570 )",113750,"(+/- 4271 )",128825,"(+/- 4561 )",155733,"(+/- 5184 )",130189,"(+/- 5419 )",131486,"(+/- 4641 )"
Workers,Occupation,"Service occupations",60031,"(+/- 4317 )",70181,"(+/- 5027 )",43669,"(+/- 4285 )",63792,"(+/- 5183 )",104175,"(+/- 5684 )",88934,"(+/- 6209 )",86261,"(+/- 5583 )",90852,"(+/- 5178 )",84122,"(+/- 5452 )",45002,"(+/- 5284 )",61560,"(+/- 4098 )",37815,"(+/- 4948 )",113990,"(+/- 8013 )",95515,"(+/- 6614 )",118843,"(+/- 5885 )",79598,"(+/- 5481 )",71305,"(+/- 5569 )",61331,"(+/- 4083 )",61750,"(+/- 4337 )",60729,"(+/- 5685 )",63655,"(+/- 3294 )",62622,"(+/- 3603 )",60754,"(+/- 3569 )",62826,"(+/- 3381 )",63493,"(+/- 4149 )",71751,"(+/- 4633 )",60265,"(+/- 4269 )"
Workers,Occupation,"Sales and office occupations",85683,"(+/- 5228 )",96902,"(+/- 5413 )",86123,"(+/- 4895 )",88993,"(+/- 4627 )",86345,"(+/- 4760 )",88500,"(+/- 4955 )",77035,"(+/- 5497 )",78092,"(+/- 5331 )",67854,"(+/- 4640 )",78998,"(+/- 5009 )",76255,"(+/- 5094 )",79038,"(+/- 6319 )",81396,"(+/- 6353 )",76545,"(+/- 6312 )",70568,"(+/- 5441 )",78488,"(+/- 5854 )",77681,"(+/- 4346 )",87207,"(+/- 4383 )",74394,"(+/- 4736 )",88738,"(+/- 4458 )",65712,"(+/- 3192 )",74069,"(+/- 3864 )",68269,"(+/- 3015 )",79746,"(+/- 4182 )",82311,"(+/- 4082 )",86078,"(+/- 4378 )",84267,"(+/- 4418 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",34803,"(+/- 3326 )",30608,"(+/- 2897 )",18814,"(+/- 2308 )",26439,"(+/- 2602 )",33983,"(+/- 3106 )",27928,"(+/- 3037 )",22130,"(+/- 2826 )",21654,"(+/- 2749 )",19443,"(+/- 1961 )",16083,"(+/- 2948 )",26791,"(+/- 2960 )",8358,"(+/- 2158 )",19965,"(+/- 3282 )",35363,"(+/- 3578 )",18649,"(+/- 2071 )",25074,"(+/- 3544 )",26120,"(+/- 2856 )",30733,"(+/- 3095 )",33533,"(+/- 2464 )",22475,"(+/- 2547 )",35144,"(+/- 3028 )",28541,"(+/- 2213 )",31454,"(+/- 2601 )",24905,"(+/- 2498 )",21464,"(+/- 2236 )",21412,"(+/- 2428 )",33278,"(+/- 2575 )"
Workers,Occupation,"Production, transportation, and material moving occupations",28766,"(+/- 2933 )",40340,"(+/- 3878 )",19975,"(+/- 2545 )",32439,"(+/- 3038 )",40901,"(+/- 3350 )",35476,"(+/- 3396 )",33086,"(+/- 2643 )",34849,"(+/- 3405 )",25348,"(+/- 2366 )",16662,"(+/- 2319 )",32142,"(+/- 2650 )",13365,"(+/- 2472 )",35815,"(+/- 4582 )",41028,"(+/- 4282 )",37967,"(+/- 3599 )",25159,"(+/- 2762 )",21177,"(+/- 2416 )",30798,"(+/- 2711 )",35876,"(+/- 2994 )",30118,"(+/- 2606 )",36958,"(+/- 2464 )",40287,"(+/- 2271 )",42807,"(+/- 2713 )",36266,"(+/- 2767 )",36401,"(+/- 2588 )",40186,"(+/- 3591 )",42978,"(+/- 3083 )"
Workers,Industry,"Civilian employed population 16 years and over",356411,"(+/- 6246 )",375650,"(+/- 8574 )",348529,"(+/- 8664 )",371947,"(+/- 7562 )",381709,"(+/- 11817 )",379230,"(+/- 11656 )",361014,"(+/- 11325 )",363824,"(+/- 10562 )",361953,"(+/- 10190 )",378274,"(+/- 12341 )",344754,"(+/- 8198 )",445154,"(+/- 12141 )",392275,"(+/- 13283 )",351382,"(+/- 12516 )",299823,"(+/- 8980 )",363078,"(+/- 10102 )",365810,"(+/- 6912 )",354955,"(+/- 6663 )",328567,"(+/- 6752 )",368740,"(+/- 6968 )",312134,"(+/- 5905 )",318330,"(+/- 5324 )",317034,"(+/- 5097 )",332568,"(+/- 4753 )",359402,"(+/- 5129 )",349616,"(+/- 6402 )",352274,"(+/- 6929 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",1846,"(+/- 902 )",784,"(+/- 439 )",567,"(+/- 340 )",305,"(+/- 252 )",426,"(+/- 417 )",310,"(+/- 295 )",625,"(+/- 375 )",502,"(+/- 401 )",191,"(+/- 253 )",154,"(+/- 222 )",438,"(+/- 281 )",477,"(+/- 391 )",0,"(+/- 200 )",502,"(+/- 336 )",251,"(+/- 291 )",330,"(+/- 230 )",739,"(+/- 417 )",2277,"(+/- 827 )",7013,"(+/- 1303 )",1269,"(+/- 463 )",6804,"(+/- 1234 )",4883,"(+/- 1097 )",8708,"(+/- 1360 )",3922,"(+/- 923 )",1311,"(+/- 778 )",336,"(+/- 248 )",7550,"(+/- 1575 )"
Workers,Industry,Construction,29433,"(+/- 2946 )",24255,"(+/- 2762 )",19429,"(+/- 2186 )",22601,"(+/- 2404 )",25519,"(+/- 3004 )",24393,"(+/- 2726 )",20765,"(+/- 2895 )",15414,"(+/- 2395 )",15983,"(+/- 2018 )",13310,"(+/- 2538 )",23550,"(+/- 2886 )",9153,"(+/- 2410 )",14261,"(+/- 2922 )",33435,"(+/- 3655 )",14441,"(+/- 1865 )",22748,"(+/- 3168 )",24595,"(+/- 3322 )",25791,"(+/- 2875 )",25762,"(+/- 2483 )",16488,"(+/- 2491 )",23502,"(+/- 2413 )",18405,"(+/- 2018 )",18454,"(+/- 1798 )",15409,"(+/- 1708 )",16180,"(+/- 2034 )",15758,"(+/- 2064 )",22503,"(+/- 2338 )"
Workers,Industry,Manufacturing,22996,"(+/- 2661 )",29383,"(+/- 3377 )",17745,"(+/- 2493 )",16050,"(+/- 2072 )",11071,"(+/- 1765 )",14772,"(+/- 2528 )",16279,"(+/- 1778 )",8272,"(+/- 1255 )",8797,"(+/- 1373 )",12819,"(+/- 2520 )",10664,"(+/- 1785 )",11954,"(+/- 2133 )",15116,"(+/- 2458 )",13925,"(+/- 2088 )",9548,"(+/- 1710 )",12289,"(+/- 1849 )",16827,"(+/- 2285 )",19552,"(+/- 2361 )",24895,"(+/- 2305 )",25913,"(+/- 2733 )",31353,"(+/- 2701 )",36593,"(+/- 2498 )",45996,"(+/- 2869 )",31821,"(+/- 2697 )",41298,"(+/- 2610 )",34953,"(+/- 3318 )",44023,"(+/- 3255 )"
Workers,Industry,"Wholesale trade",9663,"(+/- 1609 )",12639,"(+/- 1813 )",12135,"(+/- 1760 )",13730,"(+/- 2098 )",5937,"(+/- 1475 )",11267,"(+/- 2359 )",8242,"(+/- 1677 )",5287,"(+/- 1338 )",7613,"(+/- 1548 )",8505,"(+/- 1930 )",8716,"(+/- 1527 )",8680,"(+/- 1775 )",7222,"(+/- 1874 )",5300,"(+/- 1087 )",5980,"(+/- 1532 )",7429,"(+/- 1652 )",8406,"(+/- 1474 )",9474,"(+/- 1675 )",5359,"(+/- 1086 )",7569,"(+/- 1341 )",4552,"(+/- 1053 )",6876,"(+/- 1240 )",4359,"(+/- 822 )",9093,"(+/- 1408 )",8348,"(+/- 1479 )",8703,"(+/- 1474 )",10414,"(+/- 2542 )"
Workers,Industry,"Retail trade",40022,"(+/- 3462 )",43317,"(+/- 3200 )",34934,"(+/- 3111 )",37711,"(+/- 3481 )",36759,"(+/- 4295 )",39364,"(+/- 3951 )",37554,"(+/- 4139 )",37726,"(+/- 4006 )",28906,"(+/- 3060 )",30059,"(+/- 3612 )",30371,"(+/- 3191 )",29623,"(+/- 4342 )",39085,"(+/- 4571 )",32613,"(+/- 3329 )",36949,"(+/- 4204 )",31888,"(+/- 3778 )",32822,"(+/- 2621 )",44752,"(+/- 3465 )",37140,"(+/- 3765 )",41463,"(+/- 3882 )",38395,"(+/- 3705 )",36994,"(+/- 3282 )",34621,"(+/- 2235 )",38863,"(+/- 2546 )",40392,"(+/- 3500 )",38082,"(+/- 3404 )",39073,"(+/- 3060 )"
Workers,Industry,"Transportation and warehousing, and utilities",16996,"(+/- 1846 )",22360,"(+/- 2620 )",16108,"(+/- 2257 )",20678,"(+/- 2491 )",41322,"(+/- 3639 )",26246,"(+/- 2796 )",18093,"(+/- 2563 )",33455,"(+/- 3441 )",23212,"(+/- 2784 )",13853,"(+/- 2103 )",26250,"(+/- 3337 )",9679,"(+/- 1571 )",18941,"(+/- 3014 )",29151,"(+/- 3684 )",25978,"(+/- 3271 )",22080,"(+/- 3266 )",12929,"(+/- 1602 )",18186,"(+/- 2289 )",16732,"(+/- 2088 )",14568,"(+/- 2239 )",14044,"(+/- 2003 )",13516,"(+/- 1598 )",11343,"(+/- 1419 )",16180,"(+/- 1842 )",13486,"(+/- 1939 )",16292,"(+/- 2381 )",15579,"(+/- 2012 )"
Workers,Industry,Information,8502,"(+/- 1627 )",9018,"(+/- 1438 )",10472,"(+/- 1743 )",8567,"(+/- 1585 )",6685,"(+/- 1213 )",8356,"(+/- 1408 )",18748,"(+/- 2172 )",14275,"(+/- 1904 )",16093,"(+/- 1906 )",20543,"(+/- 2405 )",8157,"(+/- 1663 )",37824,"(+/- 4253 )",13165,"(+/- 2241 )",10214,"(+/- 1883 )",3721,"(+/- 1252 )",11498,"(+/- 1642 )",9267,"(+/- 1545 )",8317,"(+/- 1544 )",5854,"(+/- 1350 )",5964,"(+/- 1223 )",4210,"(+/- 989 )",4952,"(+/- 1094 )",3719,"(+/- 655 )",6445,"(+/- 1084 )",9244,"(+/- 1571 )",5987,"(+/- 1417 )",3836,"(+/- 784 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",22507,"(+/- 2484 )",23757,"(+/- 2723 )",39232,"(+/- 2891 )",37230,"(+/- 3474 )",21082,"(+/- 2095 )",34116,"(+/- 3351 )",28626,"(+/- 2914 )",25043,"(+/- 3037 )",27768,"(+/- 2791 )",56664,"(+/- 4882 )",32436,"(+/- 2784 )",80492,"(+/- 6178 )",29778,"(+/- 3756 )",24947,"(+/- 2366 )",17048,"(+/- 2735 )",32559,"(+/- 2937 )",30661,"(+/- 2704 )",24196,"(+/- 2878 )",17666,"(+/- 2320 )",27052,"(+/- 2693 )",12543,"(+/- 1610 )",18325,"(+/- 1799 )",12211,"(+/- 1672 )",19997,"(+/- 1849 )",20430,"(+/- 2412 )",30746,"(+/- 2748 )",23332,"(+/- 2614 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",44723,"(+/- 3926 )",42679,"(+/- 3492 )",56003,"(+/- 4222 )",43792,"(+/- 3677 )",33530,"(+/- 3181 )",42586,"(+/- 3067 )",53549,"(+/- 4135 )",45360,"(+/- 3871 )",49845,"(+/- 3605 )",75899,"(+/- 6480 )",39622,"(+/- 3271 )",110330,"(+/- 6083 )",47059,"(+/- 4572 )",41443,"(+/- 4090 )",26513,"(+/- 3461 )",41034,"(+/- 3153 )",51118,"(+/- 3897 )",40758,"(+/- 3529 )",28423,"(+/- 3131 )",44785,"(+/- 2994 )",22249,"(+/- 2598 )",22403,"(+/- 2122 )",22099,"(+/- 2252 )",32776,"(+/- 2410 )",42372,"(+/- 3216 )",31989,"(+/- 2846 )",30081,"(+/- 2595 )"
Workers,Industry,"Educational services, and health care and social assistance",99918,"(+/- 4873 )",101902,"(+/- 5394 )",95356,"(+/- 5029 )",110372,"(+/- 5149 )",124113,"(+/- 6116 )",89730,"(+/- 5108 )",72127,"(+/- 5013 )",113112,"(+/- 5953 )",117711,"(+/- 5588 )",84500,"(+/- 5474 )",103689,"(+/- 5422 )",86758,"(+/- 6943 )",112884,"(+/- 7864 )",74407,"(+/- 5455 )",92804,"(+/- 4856 )",118367,"(+/- 6873 )",107025,"(+/- 4887 )",95076,"(+/- 4678 )",91127,"(+/- 4372 )",101889,"(+/- 6086 )",87415,"(+/- 3444 )",94853,"(+/- 4411 )",95797,"(+/- 3440 )",97804,"(+/- 4162 )",110568,"(+/- 3987 )",98871,"(+/- 5491 )",90110,"(+/- 3796 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",25451,"(+/- 3217 )",29893,"(+/- 3212 )",22053,"(+/- 2577 )",26399,"(+/- 3115 )",33754,"(+/- 3585 )",46382,"(+/- 4992 )",55012,"(+/- 4689 )",28822,"(+/- 2942 )",29675,"(+/- 3412 )",37501,"(+/- 4655 )",26880,"(+/- 3000 )",30933,"(+/- 4477 )",54517,"(+/- 6295 )",49611,"(+/- 4453 )",38496,"(+/- 4073 )",28757,"(+/- 3696 )",35498,"(+/- 3600 )",29014,"(+/- 2859 )",33703,"(+/- 3656 )",25907,"(+/- 2232 )",29687,"(+/- 2340 )",29957,"(+/- 2798 )",30690,"(+/- 2223 )",32311,"(+/- 2797 )",31028,"(+/- 2940 )",39268,"(+/- 3179 )",31026,"(+/- 3623 )"
Workers,Industry,"Other services, except public administration",16061,"(+/- 2340 )",16683,"(+/- 2198 )",12874,"(+/- 2025 )",16530,"(+/- 2158 )",19557,"(+/- 2450 )",27751,"(+/- 3222 )",22486,"(+/- 2651 )",16784,"(+/- 2157 )",19974,"(+/- 2684 )",15556,"(+/- 2564 )",17136,"(+/- 2319 )",19082,"(+/- 3244 )",27539,"(+/- 3757 )",24214,"(+/- 3000 )",18132,"(+/- 2366 )",21731,"(+/- 2518 )",20835,"(+/- 2619 )",16894,"(+/- 2291 )",17706,"(+/- 2027 )",17369,"(+/- 2328 )",13492,"(+/- 1586 )",14231,"(+/- 1626 )",14663,"(+/- 1489 )",14603,"(+/- 1798 )",15343,"(+/- 1933 )",13223,"(+/- 2080 )",17291,"(+/- 2008 )"
Workers,Industry,"Public administration",18293,"(+/- 2794 )",18980,"(+/- 2368 )",11621,"(+/- 1718 )",17982,"(+/- 1955 )",21954,"(+/- 2298 )",13957,"(+/- 1869 )",8908,"(+/- 1579 )",19772,"(+/- 2264 )",16185,"(+/- 1938 )",8911,"(+/- 1929 )",16845,"(+/- 2024 )",10169,"(+/- 2290 )",12708,"(+/- 2247 )",11620,"(+/- 1929 )",9962,"(+/- 1884 )",12368,"(+/- 1975 )",15088,"(+/- 2746 )",20668,"(+/- 2282 )",17187,"(+/- 1746 )",38504,"(+/- 3361 )",23888,"(+/- 2328 )",16342,"(+/- 1754 )",14374,"(+/- 1465 )",13344,"(+/- 1837 )",9402,"(+/- 1502 )",15408,"(+/- 2033 )",17456,"(+/- 2007 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",356411,"(+/- 6246 )",375650,"(+/- 8574 )",348529,"(+/- 8664 )",371947,"(+/- 7562 )",381709,"(+/- 11817 )",379230,"(+/- 11656 )",361014,"(+/- 11325 )",363824,"(+/- 10562 )",361953,"(+/- 10190 )",378274,"(+/- 12341 )",344754,"(+/- 8198 )",445154,"(+/- 12141 )",392275,"(+/- 13283 )",351382,"(+/- 12516 )",299823,"(+/- 8980 )",363078,"(+/- 10102 )",365810,"(+/- 6912 )",354955,"(+/- 6663 )",328567,"(+/- 6752 )",368740,"(+/- 6968 )",312134,"(+/- 5905 )",318330,"(+/- 5324 )",317034,"(+/- 5097 )",332568,"(+/- 4753 )",359402,"(+/- 5129 )",349616,"(+/- 6402 )",352274,"(+/- 6929 )"
Workers,"Class of Worker","Private wage and salary workers",267827,"(+/- 6743 )",296973,"(+/- 8516 )",277549,"(+/- 8304 )",292233,"(+/- 7262 )",292067,"(+/- 9477 )",313894,"(+/- 10724 )",300490,"(+/- 10137 )",278855,"(+/- 8999 )",277111,"(+/- 8355 )",316540,"(+/- 11403 )",266176,"(+/- 8332 )",377768,"(+/- 10831 )",313258,"(+/- 11067 )",284456,"(+/- 10389 )",246693,"(+/- 8839 )",287083,"(+/- 9700 )",290723,"(+/- 6181 )",271588,"(+/- 6385 )",247647,"(+/- 6325 )",268691,"(+/- 6357 )",226411,"(+/- 5757 )",238047,"(+/- 5275 )",242721,"(+/- 5061 )",260169,"(+/- 5591 )",298279,"(+/- 5436 )",279993,"(+/- 5901 )",278351,"(+/- 6546 )"
Workers,"Class of Worker","Government workers",71127,"(+/- 4983 )",63270,"(+/- 4089 )",47711,"(+/- 3440 )",62680,"(+/- 3600 )",71061,"(+/- 4422 )",46382,"(+/- 2895 )",33146,"(+/- 2453 )",65164,"(+/- 5155 )",60102,"(+/- 4231 )",27725,"(+/- 3210 )",61262,"(+/- 3929 )",28492,"(+/- 3515 )",51562,"(+/- 4815 )",39129,"(+/- 3705 )",35106,"(+/- 3729 )",52073,"(+/- 3942 )",52622,"(+/- 3674 )",64408,"(+/- 3874 )",56288,"(+/- 3156 )",81978,"(+/- 4774 )",63753,"(+/- 3457 )",59720,"(+/- 3477 )",52896,"(+/- 2917 )",55477,"(+/- 3366 )",44439,"(+/- 3201 )",55801,"(+/- 3869 )",56471,"(+/- 2825 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",17087,"(+/- 2205 )",14981,"(+/- 1980 )",22577,"(+/- 2497 )",16685,"(+/- 2221 )",18401,"(+/- 2307 )",18734,"(+/- 2208 )",25989,"(+/- 2802 )",19481,"(+/- 2437 )",24400,"(+/- 3082 )",33709,"(+/- 3448 )",16912,"(+/- 2186 )",38361,"(+/- 4802 )",26595,"(+/- 4232 )",27488,"(+/- 3309 )",18024,"(+/- 2631 )",23685,"(+/- 2739 )",22315,"(+/- 2389 )",18178,"(+/- 2632 )",23836,"(+/- 2447 )",17644,"(+/- 2111 )",21503,"(+/- 1757 )",19695,"(+/- 2113 )",20708,"(+/- 2202 )",16698,"(+/- 1782 )",16312,"(+/- 2093 )",13534,"(+/- 2222 )",17060,"(+/- 1831 )"
Workers,"Class of Worker","Unpaid family workers",370,"(+/- 278 )",426,"(+/- 288 )",692,"(+/- 355 )",349,"(+/- 309 )",180,"(+/- 198 )",220,"(+/- 198 )",1389,"(+/- 985 )",324,"(+/- 271 )",340,"(+/- 204 )",300,"(+/- 265 )",404,"(+/- 283 )",533,"(+/- 332 )",860,"(+/- 817 )",309,"(+/- 227 )",0,"(+/- 200 )",237,"(+/- 211 )",150,"(+/- 190 )",781,"(+/- 329 )",796,"(+/- 691 )",427,"(+/- 373 )",467,"(+/- 318 )",868,"(+/- 478 )",709,"(+/- 297 )",224,"(+/- 167 )",372,"(+/- 283 )",288,"(+/- 310 )",392,"(+/- 244 )"
Housing,"Housing Occupancy","Total housing units",310760,"(+/- 4443 )",238090,"(+/- 4322 )",271032,"(+/- 6328 )",249426,"(+/- 3539 )",245249,"(+/- 5268 )",297028,"(+/- 5690 )",275116,"(+/- 6256 )",319825,"(+/- 5533 )",311525,"(+/- 6334 )",354737,"(+/- 8659 )",287104,"(+/- 3502 )",435137,"(+/- 8282 )",323596,"(+/- 8016 )",258689,"(+/- 6366 )",271697,"(+/- 4925 )",286622,"(+/- 5291 )",263610,"(+/- 3121 )",279743,"(+/- 2980 )",367150,"(+/- 2736 )",334054,"(+/- 2322 )",379942,"(+/- 2530 )",325695,"(+/- 1746 )",344474,"(+/- 1953 )",319387,"(+/- 1921 )",318019,"(+/- 1293 )",345481,"(+/- 3755 )",314433,"(+/- 4244 )"
Housing,"Housing Occupancy","Occupied housing units",242952,"(+/- 4835 )",218675,"(+/- 4512 )",251028,"(+/- 6135 )",235269,"(+/- 3564 )",227456,"(+/- 5130 )",270237,"(+/- 5226 )",253092,"(+/- 6132 )",292705,"(+/- 5887 )",286098,"(+/- 5740 )",304597,"(+/- 7447 )",261768,"(+/- 4251 )",359465,"(+/- 8746 )",302472,"(+/- 7244 )",231976,"(+/- 5794 )",259124,"(+/- 4691 )",272182,"(+/- 5001 )",245675,"(+/- 3517 )",249783,"(+/- 3639 )",265595,"(+/- 4670 )",285388,"(+/- 3834 )",272128,"(+/- 4871 )",273722,"(+/- 3965 )",277106,"(+/- 4386 )",281415,"(+/- 3598 )",291931,"(+/- 3356 )",306166,"(+/- 4294 )",286327,"(+/- 4441 )"
Housing,"Housing Occupancy","Vacant housing units",67808,"(+/- 4457 )",19415,"(+/- 2483 )",20004,"(+/- 2883 )",14157,"(+/- 2131 )",17793,"(+/- 1949 )",26791,"(+/- 3607 )",22024,"(+/- 2390 )",27120,"(+/- 2937 )",25427,"(+/- 2811 )",50140,"(+/- 6006 )",25336,"(+/- 3037 )",75672,"(+/- 6420 )",21124,"(+/- 3288 )",26713,"(+/- 2813 )",12573,"(+/- 2010 )",14440,"(+/- 2010 )",17935,"(+/- 2759 )",29960,"(+/- 2856 )",101555,"(+/- 3900 )",48666,"(+/- 3583 )",107814,"(+/- 4322 )",51973,"(+/- 3748 )",67368,"(+/- 4344 )",37972,"(+/- 3421 )",26088,"(+/- 3215 )",39315,"(+/- 3179 )",28106,"(+/- 3046 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.4,"(+/- 0.5 )",1.6,"(+/- 0.5 )",1.5,"(+/- 0.5 )",1.1,"(+/- 0.4 )",0.9,"(+/- 0.4 )",1.7,"(+/- 0.7 )",2.1,"(+/- 1.1 )",2.1,"(+/- 0.8 )",0.9,"(+/- 0.5 )",1.5,"(+/- 1.0 )",2.1,"(+/- 0.7 )",2.3,"(+/- 1.2 )",3.3,"(+/- 1.9 )",1.0,"(+/- 0.6 )",4.0,"(+/- 2.2 )",1.6,"(+/- 0.7 )",1.4,"(+/- 0.5 )",2.5,"(+/- 0.7 )",2.2,"(+/- 0.6 )",1.2,"(+/- 0.4 )",2.0,"(+/- 0.5 )",1.7,"(+/- 0.5 )",1.9,"(+/- 0.5 )",1.1,"(+/- 0.4 )",0.7,"(+/- 0.4 )",2.1,"(+/- 0.5 )",1.2,"(+/- 0.5 )"
