Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Business,"Total Establishments","Transportation and warehousing",307,X,447,X,422,X,472,X,520,X,438,X,342,X,393,X,845,X
Business,"Total Establishments",Information,192,X,300,X,251,X,202,X,671,X,223,X,347,X,248,X,220,X
Business,"Total Establishments","Finance and insurance",1006,X,1191,X,1009,X,966,X,1365,X,981,X,1326,X,1301,X,793,X
Business,"Total Establishments","Real estate and rental and leasing",596,X,750,X,546,X,518,X,1041,X,516,X,618,X,619,X,630,X
Business,"Total Establishments","Professional, scientific, and technical services",867,X,1540,X,1228,X,864,X,2175,X,947,X,1374,X,1181,X,992,X
Business,"Total Establishments","Management of companies and enterprises",87,X,133,X,96,X,89,X,249,X,69,X,204,X,247,X,325,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",624,X,860,X,668,X,585,X,1223,X,590,X,801,X,800,X,783,X
Business,"Total Establishments","Educational services",97,X,181,X,137,X,104,X,275,X,102,X,165,X,142,X,164,X
Business,"Total Establishments","Health care and social assistance",1537,X,1838,X,1745,X,1557,X,2194,X,1692,X,1775,X,1969,X,1410,X
Business,"Total Establishments","Arts, entertainment, and recreation",277,X,217,X,227,X,139,X,863,X,212,X,343,X,191,X,131,X
Business,"Total Establishments","Accommodation and food services",1692,X,1434,X,1356,X,1304,X,2138,X,1193,X,1329,X,1246,X,1274,X
Business,"Total Establishments","Other services (except public administration)",1558,X,1684,X,1662,X,1406,X,2087,X,1423,X,1474,X,1612,X,1295,X
Business,"Total Establishments","Industries not classified",21,X,23,X,22,X,27,X,60,X,27,X,49,X,29,X,18,X

"Source: 2016 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
