Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
Housing,Value,"Less than $50,000",9208,"(+/- 1451 )",8375,"(+/- 1276 )",21786,"(+/- 1759 )",9800,"(+/- 1259 )",24280,"(+/- 1695 )",4923,"(+/- 1029 )",4333,"(+/- 942 )",5658,"(+/- 944 )",26977,"(+/- 2218 )",13077,"(+/- 1416 )",15612,"(+/- 1566 )",20737,"(+/- 1881 )",3901,"(+/- 976 )",24503,"(+/- 2014 )",7610,"(+/- 1090 )",10083,"(+/- 1474 )",17578,"(+/- 1738 )",12164,"(+/- 1397 )"
Housing,Value,"$50,000 to $99,999",31186,"(+/- 3262 )",25664,"(+/- 2528 )",45808,"(+/- 2603 )",16708,"(+/- 1881 )",43147,"(+/- 2226 )",9170,"(+/- 1261 )",5594,"(+/- 1040 )",2763,"(+/- 702 )",47896,"(+/- 2481 )",29488,"(+/- 1939 )",35592,"(+/- 2328 )",41664,"(+/- 2408 )",10782,"(+/- 1702 )",56482,"(+/- 2938 )",13134,"(+/- 1290 )",14344,"(+/- 1806 )",40120,"(+/- 2340 )",30917,"(+/- 2055 )"
Housing,Value,"$100,000 to $149,999",30500,"(+/- 2207 )",21413,"(+/- 2823 )",39230,"(+/- 2487 )",35317,"(+/- 2684 )",34950,"(+/- 2057 )",22532,"(+/- 2138 )",14792,"(+/- 1636 )",6716,"(+/- 1399 )",39968,"(+/- 2499 )",36464,"(+/- 2650 )",40154,"(+/- 2429 )",44854,"(+/- 2766 )",18813,"(+/- 2206 )",37329,"(+/- 2506 )",29300,"(+/- 2606 )",24480,"(+/- 2422 )",40198,"(+/- 2995 )",42728,"(+/- 2860 )"
Housing,Value,"$150,000 to $199,999",22404,"(+/- 2371 )",17891,"(+/- 1964 )",33171,"(+/- 2059 )",50533,"(+/- 2832 )",30165,"(+/- 2063 )",31919,"(+/- 2299 )",23258,"(+/- 1750 )",17998,"(+/- 1861 )",34637,"(+/- 2629 )",39722,"(+/- 2694 )",42692,"(+/- 2728 )",40837,"(+/- 3065 )",28266,"(+/- 2453 )",24050,"(+/- 1783 )",40770,"(+/- 2754 )",38998,"(+/- 2922 )",36220,"(+/- 2601 )",41523,"(+/- 2973 )"
Housing,Value,"$200,000 to $299,999",20036,"(+/- 1918 )",22292,"(+/- 1994 )",31485,"(+/- 2225 )",54591,"(+/- 2980 )",31508,"(+/- 2275 )",51656,"(+/- 2743 )",50964,"(+/- 3339 )",61050,"(+/- 2881 )",31022,"(+/- 2228 )",43784,"(+/- 2377 )",40877,"(+/- 2654 )",39914,"(+/- 2943 )",52607,"(+/- 3199 )",15042,"(+/- 1658 )",54392,"(+/- 2990 )",48439,"(+/- 2708 )",32905,"(+/- 2380 )",51646,"(+/- 2896 )"
Housing,Value,"$300,000 to $499,999",19538,"(+/- 2004 )",17564,"(+/- 1753 )",22241,"(+/- 1793 )",29363,"(+/- 1989 )",16064,"(+/- 1499 )",55374,"(+/- 2282 )",69871,"(+/- 2744 )",77622,"(+/- 3357 )",13395,"(+/- 1606 )",21920,"(+/- 1536 )",19331,"(+/- 1737 )",27264,"(+/- 2145 )",39756,"(+/- 2250 )",10399,"(+/- 1365 )",35296,"(+/- 2517 )",27486,"(+/- 2311 )",16259,"(+/- 1769 )",34570,"(+/- 2313 )"
Housing,Value,"$500,000 to $999,999",8165,"(+/- 1069 )",15563,"(+/- 1617 )",5275,"(+/- 829 )",5381,"(+/- 883 )",5526,"(+/- 978 )",28799,"(+/- 2101 )",31793,"(+/- 2381 )",32611,"(+/- 2173 )",3329,"(+/- 666 )",6495,"(+/- 1204 )",4965,"(+/- 892 )",8659,"(+/- 1321 )",11052,"(+/- 1683 )",5544,"(+/- 1000 )",9448,"(+/- 1309 )",6407,"(+/- 1197 )",2392,"(+/- 571 )",9486,"(+/- 1231 )"
Housing,Value,"$1,000,000 or more",1746,"(+/- 541 )",5539,"(+/- 912 )",1479,"(+/- 442 )",1074,"(+/- 440 )",985,"(+/- 324 )",4039,"(+/- 892 )",5093,"(+/- 1051 )",4404,"(+/- 910 )",859,"(+/- 309 )",1690,"(+/- 455 )",463,"(+/- 176 )",1716,"(+/- 616 )",1591,"(+/- 536 )",523,"(+/- 271 )",1121,"(+/- 427 )",2300,"(+/- 705 )",595,"(+/- 254 )",1531,"(+/- 471 )"
Housing,Value,"Median (dollars)",150800,"(+/- 4561 )",180600,"(+/- 8139 )",140600,"(+/- 3717 )",187300,"(+/- 3471 )",134900,"(+/- 3682 )",267000,"(+/- 4690 )",308500,"(+/- 6271 )",322300,"(+/- 5965 )",129400,"(+/- 3792 )",168600,"(+/- 2697 )",158600,"(+/- 2751 )",155500,"(+/- 3138 )",235300,"(+/- 4300 )",106600,"(+/- 2930 )",207600,"(+/- 4462 )",197600,"(+/- 4196 )",143100,"(+/- 4387 )",175500,"(+/- 3965 )"
Housing,"Mortgage Status","Owner-occupied units",142783,"(+/- 4891 )",134301,"(+/- 4544 )",200475,"(+/- 3623 )",202767,"(+/- 4106 )",186625,"(+/- 3958 )",208412,"(+/- 3732 )",205698,"(+/- 4463 )",208822,"(+/- 3144 )",198083,"(+/- 4030 )",192640,"(+/- 3851 )",199686,"(+/- 4024 )",225645,"(+/- 4114 )",166768,"(+/- 4857 )",173872,"(+/- 4096 )",191071,"(+/- 4173 )",172537,"(+/- 4481 )",186267,"(+/- 4450 )",224565,"(+/- 4409 )"
Housing,"Mortgage Status","Housing units with a mortgage",87936,"(+/- 4202 )",77421,"(+/- 3842 )",109320,"(+/- 3458 )",132217,"(+/- 4217 )",95833,"(+/- 3307 )",143604,"(+/- 3942 )",137979,"(+/- 4160 )",141579,"(+/- 3971 )",102939,"(+/- 3660 )",104500,"(+/- 3870 )",116699,"(+/- 3520 )",127568,"(+/- 3537 )",113644,"(+/- 4359 )",99108,"(+/- 3948 )",121245,"(+/- 4485 )",110779,"(+/- 4271 )",107986,"(+/- 4048 )",133207,"(+/- 4254 )"
Housing,"Mortgage Status","Housing units without a mortgage",54847,"(+/- 3049 )",56880,"(+/- 3373 )",91155,"(+/- 3008 )",70550,"(+/- 3135 )",90792,"(+/- 3006 )",64808,"(+/- 3136 )",67719,"(+/- 3642 )",67243,"(+/- 2840 )",95144,"(+/- 2859 )",88140,"(+/- 2921 )",82987,"(+/- 2883 )",98077,"(+/- 3634 )",53124,"(+/- 2603 )",74764,"(+/- 2677 )",69826,"(+/- 3333 )",61758,"(+/- 3491 )",78281,"(+/- 3384 )",91358,"(+/- 2827 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",87936,"(+/- 4202 )",77421,"(+/- 3842 )",109320,"(+/- 3458 )",132217,"(+/- 4217 )",95833,"(+/- 3307 )",143604,"(+/- 3942 )",137979,"(+/- 4160 )",141579,"(+/- 3971 )",102939,"(+/- 3660 )",104500,"(+/- 3870 )",116699,"(+/- 3520 )",127568,"(+/- 3537 )",113644,"(+/- 4359 )",99108,"(+/- 3948 )",121245,"(+/- 4485 )",110779,"(+/- 4271 )",107986,"(+/- 4048 )",133207,"(+/- 4254 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1897,"(+/- 669 )",2137,"(+/- 606 )",3396,"(+/- 766 )",1009,"(+/- 422 )",3964,"(+/- 725 )",395,"(+/- 253 )",556,"(+/- 239 )",552,"(+/- 255 )",3806,"(+/- 1010 )",1688,"(+/- 539 )",2870,"(+/- 659 )",2491,"(+/- 568 )",774,"(+/- 376 )",3633,"(+/- 910 )",753,"(+/- 389 )",991,"(+/- 490 )",1404,"(+/- 490 )",1875,"(+/- 571 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",26153,"(+/- 2759 )",19375,"(+/- 2029 )",35219,"(+/- 2453 )",21786,"(+/- 2246 )",33760,"(+/- 1849 )",10908,"(+/- 1342 )",8539,"(+/- 1446 )",7861,"(+/- 1350 )",39822,"(+/- 2189 )",28056,"(+/- 1921 )",28823,"(+/- 1858 )",33948,"(+/- 2257 )",13961,"(+/- 1706 )",37055,"(+/- 2700 )",16121,"(+/- 2025 )",18218,"(+/- 1964 )",28242,"(+/- 2478 )",30545,"(+/- 2645 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",29020,"(+/- 2665 )",20531,"(+/- 2069 )",36169,"(+/- 2395 )",45826,"(+/- 2924 )",30250,"(+/- 1912 )",37237,"(+/- 2937 )",26271,"(+/- 2653 )",23895,"(+/- 2178 )",34289,"(+/- 2384 )",37433,"(+/- 2349 )",44251,"(+/- 2655 )",42298,"(+/- 2855 )",32771,"(+/- 2807 )",34267,"(+/- 2581 )",42084,"(+/- 3165 )",36801,"(+/- 2734 )",38376,"(+/- 2913 )",43024,"(+/- 2789 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",15605,"(+/- 1960 )",13846,"(+/- 1647 )",17833,"(+/- 1602 )",34760,"(+/- 2295 )",17069,"(+/- 1664 )",34944,"(+/- 2739 )",34523,"(+/- 2727 )",36949,"(+/- 2794 )",15381,"(+/- 1925 )",20875,"(+/- 1888 )",24070,"(+/- 1953 )",23917,"(+/- 1577 )",29645,"(+/- 2445 )",13811,"(+/- 1591 )",32705,"(+/- 3067 )",27915,"(+/- 2431 )",23044,"(+/- 2125 )",28204,"(+/- 2321 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",6588,"(+/- 1021 )",5500,"(+/- 795 )",8255,"(+/- 1097 )",15001,"(+/- 1504 )",5941,"(+/- 1003 )",25964,"(+/- 2169 )",27577,"(+/- 2193 )",29682,"(+/- 2521 )",5661,"(+/- 979 )",9085,"(+/- 1374 )",9884,"(+/- 1454 )",11917,"(+/- 1574 )",16865,"(+/- 1490 )",4979,"(+/- 1004 )",14585,"(+/- 1891 )",13439,"(+/- 1402 )",9447,"(+/- 1316 )",14410,"(+/- 1790 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",3651,"(+/- 733 )",5229,"(+/- 1153 )",4505,"(+/- 847 )",7332,"(+/- 1138 )",2360,"(+/- 576 )",15784,"(+/- 2070 )",17866,"(+/- 2011 )",20067,"(+/- 1974 )",2658,"(+/- 752 )",4429,"(+/- 1061 )",2920,"(+/- 724 )",5437,"(+/- 926 )",8640,"(+/- 1184 )",2527,"(+/- 812 )",8531,"(+/- 1347 )",6691,"(+/- 1315 )",4722,"(+/- 1103 )",7377,"(+/- 1049 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",5022,"(+/- 806 )",10803,"(+/- 1158 )",3943,"(+/- 915 )",6503,"(+/- 1185 )",2489,"(+/- 672 )",18372,"(+/- 1936 )",22647,"(+/- 1722 )",22573,"(+/- 1906 )",1322,"(+/- 417 )",2934,"(+/- 732 )",3881,"(+/- 933 )",7560,"(+/- 1266 )",10988,"(+/- 1649 )",2836,"(+/- 729 )",6466,"(+/- 1057 )",6724,"(+/- 1100 )",2751,"(+/- 674 )",7772,"(+/- 1146 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1255,"(+/- 39 )",1428,"(+/- 40 )",1189,"(+/- 22 )",1473,"(+/- 28 )",1143,"(+/- 24 )",1822,"(+/- 40 )",1988,"(+/- 34 )",2026,"(+/- 46 )",1091,"(+/- 21 )",1272,"(+/- 27 )",1274,"(+/- 26 )",1309,"(+/- 28 )",1642,"(+/- 36 )",1107,"(+/- 23 )",1522,"(+/- 37 )",1492,"(+/- 33 )",1305,"(+/- 33 )",1392,"(+/- 26 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",54847,"(+/- 3049 )",56880,"(+/- 3373 )",91155,"(+/- 3008 )",70550,"(+/- 3135 )",90792,"(+/- 3006 )",64808,"(+/- 3136 )",67719,"(+/- 3642 )",67243,"(+/- 2840 )",95144,"(+/- 2859 )",88140,"(+/- 2921 )",82987,"(+/- 2883 )",98077,"(+/- 3634 )",53124,"(+/- 2603 )",74764,"(+/- 2677 )",69826,"(+/- 3333 )",61758,"(+/- 3491 )",78281,"(+/- 3384 )",91358,"(+/- 2827 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",6104,"(+/- 923 )",7942,"(+/- 1266 )",8706,"(+/- 977 )",2628,"(+/- 917 )",10233,"(+/- 1172 )",2492,"(+/- 696 )",2130,"(+/- 765 )",1557,"(+/- 671 )",10800,"(+/- 1001 )",6002,"(+/- 854 )",5958,"(+/- 1032 )",6899,"(+/- 1091 )",2769,"(+/- 880 )",9365,"(+/- 1087 )",2819,"(+/- 697 )",3282,"(+/- 1081 )",4215,"(+/- 951 )",5260,"(+/- 845 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",15638,"(+/- 2007 )",17345,"(+/- 1908 )",27488,"(+/- 1764 )",11528,"(+/- 1531 )",29942,"(+/- 1984 )",5432,"(+/- 981 )",3644,"(+/- 803 )",4882,"(+/- 1170 )",33965,"(+/- 2371 )",22144,"(+/- 1584 )",24155,"(+/- 1978 )",24467,"(+/- 1875 )",8340,"(+/- 1433 )",21001,"(+/- 1820 )",10226,"(+/- 1290 )",9159,"(+/- 1307 )",16245,"(+/- 1615 )",20481,"(+/- 1884 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",17627,"(+/- 1912 )",15295,"(+/- 1966 )",36177,"(+/- 2208 )",27738,"(+/- 2045 )",33608,"(+/- 2022 )",17158,"(+/- 1866 )",14749,"(+/- 1787 )",12482,"(+/- 1384 )",34065,"(+/- 2186 )",31601,"(+/- 2029 )",32573,"(+/- 2241 )",37394,"(+/- 2566 )",19720,"(+/- 1960 )",26492,"(+/- 2025 )",22807,"(+/- 1879 )",24111,"(+/- 2341 )",31092,"(+/- 2104 )",32577,"(+/- 2095 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",7599,"(+/- 1221 )",6219,"(+/- 1150 )",11852,"(+/- 1450 )",18986,"(+/- 2083 )",11051,"(+/- 1168 )",17501,"(+/- 1801 )",17527,"(+/- 2020 )",18932,"(+/- 1798 )",10737,"(+/- 1357 )",16777,"(+/- 1526 )",14479,"(+/- 1446 )",18514,"(+/- 1920 )",10119,"(+/- 1375 )",10596,"(+/- 1385 )",19482,"(+/- 2143 )",14525,"(+/- 1593 )",15855,"(+/- 1650 )",17810,"(+/- 1588 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",3386,"(+/- 882 )",2750,"(+/- 735 )",3748,"(+/- 851 )",5734,"(+/- 1030 )",3395,"(+/- 756 )",9755,"(+/- 1458 )",13002,"(+/- 1378 )",13731,"(+/- 1781 )",3708,"(+/- 693 )",7365,"(+/- 1278 )",4324,"(+/- 840 )",5640,"(+/- 1000 )",4736,"(+/- 829 )",4098,"(+/- 881 )",7225,"(+/- 1176 )",6290,"(+/- 1043 )",7473,"(+/- 1498 )",8044,"(+/- 1192 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",4493,"(+/- 912 )",7329,"(+/- 941 )",3184,"(+/- 573 )",3936,"(+/- 902 )",2563,"(+/- 664 )",12470,"(+/- 1763 )",16667,"(+/- 1779 )",15659,"(+/- 1805 )",1869,"(+/- 637 )",4251,"(+/- 1034 )",1498,"(+/- 448 )",5163,"(+/- 875 )",7440,"(+/- 991 )",3212,"(+/- 737 )",7267,"(+/- 1132 )",4391,"(+/- 936 )",3401,"(+/- 980 )",7186,"(+/- 1094 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",454,"(+/- 15 )",435,"(+/- 18 )",444,"(+/- 8 )",551,"(+/- 13 )",425,"(+/- 7 )",679,"(+/- 21 )",751,"(+/- 22 )",753,"(+/- 20 )",413,"(+/- 7 )",487,"(+/- 10 )",460,"(+/- 9 )",487,"(+/- 11 )",558,"(+/- 14 )",445,"(+/- 10 )",593,"(+/- 14 )",554,"(+/- 15 )",516,"(+/- 12 )",523,"(+/- 11 )"
Housing,"Gross Rent","Occupied units paying rent",121564,"(+/- 6214 )",149434,"(+/- 5591 )",73681,"(+/- 3291 )",75577,"(+/- 3413 )",69955,"(+/- 2903 )",67364,"(+/- 3976 )",53805,"(+/- 3584 )",60283,"(+/- 3190 )",70508,"(+/- 3391 )",61271,"(+/- 3445 )",75015,"(+/- 4107 )",59096,"(+/- 3283 )",95515,"(+/- 4771 )",137331,"(+/- 4405 )",84696,"(+/- 4002 )",90740,"(+/- 4095 )",81800,"(+/- 4272 )",63644,"(+/- 3648 )"
Housing,"Gross Rent","Less than $500",12588,"(+/- 1835 )",19946,"(+/- 2189 )",15386,"(+/- 1811 )",7309,"(+/- 1293 )",15557,"(+/- 1901 )",2865,"(+/- 691 )",2157,"(+/- 666 )",3811,"(+/- 850 )",13999,"(+/- 1423 )",10325,"(+/- 1227 )",11943,"(+/- 1688 )",12047,"(+/- 1541 )",6159,"(+/- 1249 )",22071,"(+/- 1847 )",8629,"(+/- 1409 )",8823,"(+/- 1445 )",14453,"(+/- 1627 )",10861,"(+/- 1564 )"
Housing,"Gross Rent","$500 to $999",52682,"(+/- 4289 )",57479,"(+/- 3808 )",46502,"(+/- 2754 )",37485,"(+/- 2699 )",38804,"(+/- 2380 )",24125,"(+/- 2582 )",17139,"(+/- 2139 )",15128,"(+/- 1887 )",44892,"(+/- 2978 )",36868,"(+/- 2972 )",41470,"(+/- 3210 )",33629,"(+/- 2745 )",34678,"(+/- 3464 )",71858,"(+/- 3577 )",36175,"(+/- 3065 )",41282,"(+/- 2834 )",45952,"(+/- 2917 )",33688,"(+/- 2665 )"
Housing,"Gross Rent","$1,000 to $1,499",39715,"(+/- 3981 )",44867,"(+/- 2988 )",8134,"(+/- 1314 )",25189,"(+/- 2403 )",11871,"(+/- 1754 )",24538,"(+/- 2688 )",20335,"(+/- 1983 )",26924,"(+/- 2451 )",9478,"(+/- 1584 )",11437,"(+/- 1764 )",15033,"(+/- 1824 )",8897,"(+/- 1342 )",39667,"(+/- 3275 )",30969,"(+/- 2654 )",28958,"(+/- 2784 )",30305,"(+/- 2828 )",17186,"(+/- 1999 )",14850,"(+/- 1847 )"
Housing,"Gross Rent","$1,500 to $1,999",11100,"(+/- 1942 )",16064,"(+/- 1868 )",2887,"(+/- 735 )",4248,"(+/- 939 )",2152,"(+/- 926 )",11188,"(+/- 1598 )",8388,"(+/- 1346 )",8936,"(+/- 1547 )",816,"(+/- 356 )",1578,"(+/- 630 )",3975,"(+/- 1217 )",2271,"(+/- 672 )",11463,"(+/- 1695 )",9058,"(+/- 1479 )",9387,"(+/- 1636 )",6686,"(+/- 1278 )",3363,"(+/- 1008 )",2499,"(+/- 867 )"
Housing,"Gross Rent","$2,000 to $2,499",3128,"(+/- 773 )",7567,"(+/- 1455 )",199,"(+/- 121 )",602,"(+/- 308 )",736,"(+/- 344 )",2718,"(+/- 794 )",3204,"(+/- 882 )",3486,"(+/- 996 )",559,"(+/- 445 )",699,"(+/- 421 )",2001,"(+/- 806 )",732,"(+/- 335 )",2037,"(+/- 654 )",2375,"(+/- 679 )",824,"(+/- 356 )",2303,"(+/- 690 )",330,"(+/- 264 )",1058,"(+/- 640 )"
Housing,"Gross Rent","$2,500 to $2,999",1814,"(+/- 809 )",2059,"(+/- 726 )",408,"(+/- 256 )",187,"(+/- 177 )",404,"(+/- 280 )",886,"(+/- 376 )",1206,"(+/- 497 )",1242,"(+/- 622 )",132,"(+/- 99 )",301,"(+/- 238 )",164,"(+/- 157 )",737,"(+/- 491 )",612,"(+/- 305 )",577,"(+/- 328 )",236,"(+/- 205 )",423,"(+/- 290 )",311,"(+/- 247 )",173,"(+/- 140 )"
Housing,"Gross Rent","$3,000 or more",537,"(+/- 288 )",1452,"(+/- 501 )",165,"(+/- 100 )",557,"(+/- 373 )",431,"(+/- 377 )",1044,"(+/- 597 )",1376,"(+/- 477 )",756,"(+/- 406 )",632,"(+/- 524 )",63,"(+/- 61 )",429,"(+/- 324 )",783,"(+/- 594 )",899,"(+/- 549 )",423,"(+/- 404 )",487,"(+/- 307 )",918,"(+/- 515 )",205,"(+/- 159 )",515,"(+/- 454 )"
Housing,"Gross Rent","Median (dollars)",971,"(+/- 22 )",983,"(+/- 19 )",686,"(+/- 20 )",926,"(+/- 22 )",718,"(+/- 20 )",1128,"(+/- 36 )",1148,"(+/- 32 )",1175,"(+/- 23 )",691,"(+/- 11 )",754,"(+/- 19 )",805,"(+/- 23 )",739,"(+/- 21 )",1072,"(+/- 26 )",835,"(+/- 20 )",975,"(+/- 23 )",948,"(+/- 24 )",785,"(+/- 18 )",789,"(+/- 27 )"
Housing,"Gross Rent","No rent paid",5882,"(+/- 1490 )",13633,"(+/- 2057 )",6927,"(+/- 1099 )",4245,"(+/- 1214 )",6619,"(+/- 1072 )",2019,"(+/- 583 )",2512,"(+/- 754 )",1749,"(+/- 518 )",8330,"(+/- 1111 )",5387,"(+/- 773 )",5679,"(+/- 1038 )",5189,"(+/- 903 )",5447,"(+/- 1248 )",5417,"(+/- 1187 )",2874,"(+/- 681 )",3853,"(+/- 1097 )",6037,"(+/- 1074 )",4656,"(+/- 945 )"
Socioeconomic,"Income and Benefits (In 2017 inflationlation-adjusted dollars)","Total households",270229,"(+/- 6269 )",297368,"(+/- 6265 )",281083,"(+/- 3275 )",282589,"(+/- 3555 )",263199,"(+/- 3530 )",277795,"(+/- 4337 )",262015,"(+/- 4617 )",270854,"(+/- 2884 )",276921,"(+/- 3319 )",259298,"(+/- 4303 )",280380,"(+/- 4954 )",289930,"(+/- 4446 )",267730,"(+/- 4892 )",316620,"(+/- 4599 )",278641,"(+/- 4104 )",267130,"(+/- 3783 )",274104,"(+/- 5010 )",292865,"(+/- 4302 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Less than $10,000",41281,"(+/- 3466 )",64288,"(+/- 4812 )",18451,"(+/- 1785 )",13352,"(+/- 1730 )",20529,"(+/- 2322 )",10703,"(+/- 1552 )",8442,"(+/- 1464 )",9828,"(+/- 1629 )",18787,"(+/- 2029 )",14944,"(+/- 1777 )",14522,"(+/- 1704 )",13855,"(+/- 1634 )",25756,"(+/- 2772 )",27586,"(+/- 2569 )",15807,"(+/- 2008 )",13430,"(+/- 1861 )",16021,"(+/- 1613 )",13947,"(+/- 1811 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$10,000 to $14,999",16482,"(+/- 2329 )",20195,"(+/- 2576 )",15382,"(+/- 1645 )",9418,"(+/- 1631 )",12733,"(+/- 1539 )",6151,"(+/- 1156 )",6269,"(+/- 995 )",7459,"(+/- 1498 )",15943,"(+/- 1843 )",12332,"(+/- 1602 )",13467,"(+/- 1808 )",13280,"(+/- 1667 )",9056,"(+/- 1817 )",21418,"(+/- 2104 )",10792,"(+/- 1310 )",9500,"(+/- 1762 )",14442,"(+/- 1877 )",10775,"(+/- 1527 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$15,000 to $24,999",29141,"(+/- 2954 )",32867,"(+/- 2774 )",33000,"(+/- 2267 )",24297,"(+/- 2053 )",31175,"(+/- 2220 )",18374,"(+/- 1893 )",13395,"(+/- 1576 )",15860,"(+/- 1804 )",33253,"(+/- 2419 )",27810,"(+/- 2359 )",26742,"(+/- 2360 )",27127,"(+/- 2287 )",21761,"(+/- 2435 )",40394,"(+/- 2939 )",24162,"(+/- 2416 )",24695,"(+/- 2410 )",31041,"(+/- 2243 )",24106,"(+/- 2311 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$25,000 to $34,999",25990,"(+/- 2986 )",21179,"(+/- 2499 )",28671,"(+/- 2156 )",24174,"(+/- 2204 )",29569,"(+/- 2164 )",19227,"(+/- 2364 )",16644,"(+/- 1760 )",18258,"(+/- 2271 )",31508,"(+/- 2262 )",27757,"(+/- 2329 )",27075,"(+/- 2288 )",25770,"(+/- 2173 )",22742,"(+/- 2398 )",36739,"(+/- 2770 )",24193,"(+/- 2135 )",26418,"(+/- 2699 )",30067,"(+/- 2995 )",24606,"(+/- 2123 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$35,000 to $49,999",30739,"(+/- 2692 )",33262,"(+/- 3338 )",38736,"(+/- 2432 )",36589,"(+/- 2530 )",36969,"(+/- 2107 )",27202,"(+/- 2534 )",22996,"(+/- 2115 )",26226,"(+/- 2770 )",40500,"(+/- 2537 )",37943,"(+/- 2327 )",38460,"(+/- 2376 )",33868,"(+/- 2157 )",32169,"(+/- 3265 )",42693,"(+/- 3225 )",34070,"(+/- 2781 )",33233,"(+/- 2728 )",38746,"(+/- 2970 )",34776,"(+/- 2613 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$50,000 to $74,999",43832,"(+/- 3763 )",42418,"(+/- 3342 )",51662,"(+/- 2517 )",54834,"(+/- 2951 )",49548,"(+/- 2524 )",46625,"(+/- 3024 )",39376,"(+/- 2572 )",42964,"(+/- 3275 )",52759,"(+/- 3145 )",49602,"(+/- 2362 )",57294,"(+/- 3559 )",57233,"(+/- 3080 )",42867,"(+/- 2961 )",55139,"(+/- 3204 )",53059,"(+/- 3270 )",54775,"(+/- 3409 )",52332,"(+/- 3367 )",51867,"(+/- 2766 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$75,000 to $99,999",28755,"(+/- 2791 )",22647,"(+/- 2207 )",35977,"(+/- 2263 )",45643,"(+/- 2975 )",35507,"(+/- 2309 )",36644,"(+/- 2648 )",35923,"(+/- 2750 )",35148,"(+/- 2546 )",37771,"(+/- 2532 )",34961,"(+/- 2130 )",39522,"(+/- 2659 )",39551,"(+/- 2796 )",29177,"(+/- 2748 )",34409,"(+/- 2943 )",40190,"(+/- 2935 )",38504,"(+/- 2814 )",34735,"(+/- 2392 )",40353,"(+/- 2454 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$100,000 to $149,999",27784,"(+/- 2855 )",29173,"(+/- 2298 )",35224,"(+/- 2057 )",46515,"(+/- 2591 )",30460,"(+/- 2015 )",53397,"(+/- 3078 )",52861,"(+/- 3188 )",50599,"(+/- 3217 )",31978,"(+/- 2437 )",34730,"(+/- 2254 )",40584,"(+/- 2389 )",43716,"(+/- 2477 )",42059,"(+/- 3034 )",34530,"(+/- 2452 )",40998,"(+/- 2838 )",40665,"(+/- 2937 )",36691,"(+/- 2783 )",51345,"(+/- 3520 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$150,000 to $199,000",12135,"(+/- 1521 )",12117,"(+/- 1594 )",13127,"(+/- 1460 )",15325,"(+/- 1785 )",8882,"(+/- 1297 )",27812,"(+/- 2170 )",29091,"(+/- 2477 )",29211,"(+/- 2349 )",8766,"(+/- 1313 )",10456,"(+/- 1082 )",13761,"(+/- 1399 )",16890,"(+/- 1792 )",19122,"(+/- 2167 )",11282,"(+/- 1503 )",17284,"(+/- 1833 )",14461,"(+/- 1446 )",11551,"(+/- 1740 )",20569,"(+/- 1950 )"
