Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",1175,"(+/- 612 )",623,"(+/- 351 )",6011,"(+/- 1700 )",742,"(+/- 407 )",8857,"(+/- 2152 )",3331,"(+/- 1465 )",4235,"(+/- 1449 )",1551,"(+/- 714 )",3187,"(+/- 1637 )",13769,"(+/- 2769 )",845,"(+/- 719 )",1003,"(+/- 585 )",7460,"(+/- 2491 )",6716,"(+/- 1359 )",1736,"(+/- 742 )",2190,"(+/- 805 )",2977,"(+/- 1241 )",1829,"(+/- 705 )",2362,"(+/- 1102 )",10175,"(+/- 1870 )",6424,"(+/- 1455 )",4915,"(+/- 1320 )",5190,"(+/- 1707 )",23105,"(+/- 3906 )",7892,"(+/- 2386 )",6949,"(+/- 2138 )",27152,"(+/- 4132 )"
Workers,"Commuting to Work",Walked,7786,"(+/- 1309 )",3622,"(+/- 1524 )",6870,"(+/- 1859 )",7623,"(+/- 2003 )",6323,"(+/- 1432 )",3014,"(+/- 1167 )",5746,"(+/- 1268 )",2388,"(+/- 952 )",3682,"(+/- 1356 )",6857,"(+/- 2591 )",1700,"(+/- 789 )",3079,"(+/- 886 )",7095,"(+/- 1461 )",5467,"(+/- 1600 )",3195,"(+/- 1049 )",3683,"(+/- 1455 )",2608,"(+/- 1050 )",4889,"(+/- 1969 )",3561,"(+/- 1150 )",3582,"(+/- 1116 )",5053,"(+/- 1694 )",4234,"(+/- 1324 )",3350,"(+/- 1085 )",3920,"(+/- 1155 )",3265,"(+/- 1041 )",6253,"(+/- 1675 )",13541,"(+/- 2752 )"
Workers,"Commuting to Work","Other means",7069,"(+/- 1717 )",5712,"(+/- 1499 )",8817,"(+/- 1818 )",6498,"(+/- 1481 )",9041,"(+/- 1928 )",5115,"(+/- 1592 )",5421,"(+/- 1404 )",9881,"(+/- 2266 )",6061,"(+/- 1580 )",14920,"(+/- 3403 )",6950,"(+/- 1949 )",6755,"(+/- 1824 )",9125,"(+/- 2244 )",7131,"(+/- 1536 )",5532,"(+/- 1569 )",4869,"(+/- 1437 )",5977,"(+/- 1725 )",6042,"(+/- 1527 )",9579,"(+/- 2477 )",8195,"(+/- 1888 )",6697,"(+/- 1639 )",9948,"(+/- 1984 )",5719,"(+/- 1620 )",9664,"(+/- 2021 )",6037,"(+/- 1517 )",10786,"(+/- 2143 )",13884,"(+/- 2408 )"
Workers,"Commuting to Work","Worked at home",19986,"(+/- 2479 )",12337,"(+/- 1518 )",19309,"(+/- 2907 )",28406,"(+/- 3544 )",11107,"(+/- 2067 )",20646,"(+/- 3017 )",24299,"(+/- 2462 )",23952,"(+/- 3140 )",19767,"(+/- 2978 )",19722,"(+/- 3042 )",17420,"(+/- 3051 )",27579,"(+/- 2757 )",25360,"(+/- 3074 )",25597,"(+/- 2776 )",22580,"(+/- 3338 )",28904,"(+/- 3160 )",15748,"(+/- 2255 )",21624,"(+/- 3019 )",20472,"(+/- 2385 )",11371,"(+/- 2550 )",25707,"(+/- 3067 )",27458,"(+/- 2994 )",20043,"(+/- 2620 )",10200,"(+/- 2121 )",28873,"(+/- 4686 )",17759,"(+/- 2702 )",28280,"(+/- 3157 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",25.4,"(+/- 0.7 )",25.2,"(+/- 0.6 )",26.3,"(+/- 0.8 )",25.2,"(+/- 0.6 )",25.3,"(+/- 0.8 )",26.0,"(+/- 0.8 )",27.1,"(+/- 0.6 )",24.8,"(+/- 0.7 )",31.4,"(+/- 1.3 )",29.7,"(+/- 0.8 )",27.2,"(+/- 1.0 )",31.1,"(+/- 0.8 )",23.6,"(+/- 0.6 )",26.8,"(+/- 0.6 )",28.3,"(+/- 0.7 )",27.6,"(+/- 0.7 )",25.8,"(+/- 0.9 )",26.7,"(+/- 0.8 )",26.0,"(+/- 1.1 )",27.6,"(+/- 0.7 )",26.8,"(+/- 0.9 )",26.8,"(+/- 0.7 )",30.7,"(+/- 1.0 )",31.0,"(+/- 0.7 )",29.5,"(+/- 0.9 )",36.0,"(+/- 0.8 )",30.4,"(+/- 0.6 )"
Workers,Occupation,"Civilian employed population 16 years and over",339861,"(+/- 5650 )",290713,"(+/- 7648 )",321154,"(+/- 8617 )",396928,"(+/- 10071 )",318365,"(+/- 10442 )",317464,"(+/- 7787 )",390986,"(+/- 9191 )",320196,"(+/- 7614 )",390469,"(+/- 11638 )",420067,"(+/- 12434 )",254073,"(+/- 10311 )",334278,"(+/- 7296 )",345555,"(+/- 7620 )",388857,"(+/- 7997 )",369385,"(+/- 11088 )",343667,"(+/- 10474 )",287683,"(+/- 8472 )",342418,"(+/- 8472 )",341618,"(+/- 8645 )",369464,"(+/- 10460 )",361532,"(+/- 9245 )",385718,"(+/- 10958 )",363808,"(+/- 9172 )",344706,"(+/- 10955 )",381212,"(+/- 11018 )",387160,"(+/- 11686 )",381405,"(+/- 11387 )"
Workers,Occupation,"Management, business, science, and arts occupations",120513,"(+/- 5198 )",104504,"(+/- 5973 )",124480,"(+/- 6309 )",177427,"(+/- 7616 )",95468,"(+/- 6673 )",103440,"(+/- 5078 )",178354,"(+/- 7509 )",123434,"(+/- 6145 )",120975,"(+/- 7849 )",139669,"(+/- 7723 )",73655,"(+/- 5377 )",124768,"(+/- 5173 )",126118,"(+/- 5269 )",161434,"(+/- 6125 )",126203,"(+/- 6909 )",122768,"(+/- 6141 )",80401,"(+/- 5091 )",124787,"(+/- 6658 )",106123,"(+/- 5802 )",104977,"(+/- 6970 )",124370,"(+/- 6617 )",153826,"(+/- 6557 )",158073,"(+/- 6532 )",88810,"(+/- 6064 )",102520,"(+/- 6241 )",118554,"(+/- 7069 )",159062,"(+/- 7942 )"
Workers,Occupation,"Service occupations",64946,"(+/- 5214 )",56602,"(+/- 3799 )",65784,"(+/- 6145 )",61525,"(+/- 5371 )",71605,"(+/- 5464 )",65831,"(+/- 4473 )",61643,"(+/- 5239 )",59233,"(+/- 5232 )",91659,"(+/- 7428 )",89501,"(+/- 5869 )",56238,"(+/- 5094 )",58998,"(+/- 4345 )",70103,"(+/- 5755 )",70480,"(+/- 5478 )",66933,"(+/- 5632 )",66438,"(+/- 4559 )",59234,"(+/- 5327 )",72578,"(+/- 6950 )",75428,"(+/- 6112 )",90793,"(+/- 6848 )",81512,"(+/- 6827 )",72504,"(+/- 4791 )",54893,"(+/- 4712 )",96983,"(+/- 6451 )",71804,"(+/- 6759 )",81265,"(+/- 6314 )",69398,"(+/- 6044 )"
Workers,Occupation,"Sales and office occupations",92794,"(+/- 5432 )",71241,"(+/- 4844 )",76777,"(+/- 4844 )",96905,"(+/- 5785 )",88412,"(+/- 5899 )",83528,"(+/- 5239 )",97235,"(+/- 5546 )",77877,"(+/- 5763 )",98322,"(+/- 5361 )",110481,"(+/- 7176 )",71894,"(+/- 5091 )",92541,"(+/- 4842 )",88371,"(+/- 4874 )",96952,"(+/- 5237 )",101766,"(+/- 6530 )",87691,"(+/- 5688 )",80648,"(+/- 4872 )",85481,"(+/- 5254 )",90013,"(+/- 6329 )",92840,"(+/- 5943 )",94796,"(+/- 5915 )",96714,"(+/- 6827 )",95303,"(+/- 5210 )",89903,"(+/- 6898 )",105724,"(+/- 6209 )",100203,"(+/- 7025 )",92636,"(+/- 6068 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",33296,"(+/- 3491 )",31594,"(+/- 3341 )",27060,"(+/- 3106 )",30970,"(+/- 3960 )",27428,"(+/- 3522 )",31410,"(+/- 3242 )",23602,"(+/- 2943 )",31473,"(+/- 3632 )",36425,"(+/- 4493 )",38653,"(+/- 4629 )",25457,"(+/- 3236 )",27205,"(+/- 3078 )",25578,"(+/- 2918 )",25883,"(+/- 3070 )",32961,"(+/- 3056 )",36739,"(+/- 3448 )",38666,"(+/- 3569 )",30974,"(+/- 3406 )",41899,"(+/- 4792 )",36414,"(+/- 4159 )",34226,"(+/- 3444 )",36303,"(+/- 4783 )",25976,"(+/- 3031 )",32404,"(+/- 3628 )",52009,"(+/- 4469 )",47685,"(+/- 4790 )",30883,"(+/- 4000 )"
Workers,Occupation,"Production, transportation, and material moving occupations",28312,"(+/- 3318 )",26772,"(+/- 2805 )",27053,"(+/- 3238 )",30101,"(+/- 3551 )",35452,"(+/- 3396 )",33255,"(+/- 3819 )",30152,"(+/- 4521 )",28179,"(+/- 3554 )",43088,"(+/- 5095 )",41763,"(+/- 4306 )",26829,"(+/- 3302 )",30766,"(+/- 3287 )",35385,"(+/- 3115 )",34108,"(+/- 3036 )",41522,"(+/- 4010 )",30031,"(+/- 3579 )",28734,"(+/- 3544 )",28598,"(+/- 3543 )",28155,"(+/- 3630 )",44440,"(+/- 4687 )",26628,"(+/- 3046 )",26371,"(+/- 3046 )",29563,"(+/- 3961 )",36606,"(+/- 3615 )",49155,"(+/- 4059 )",39453,"(+/- 4085 )",29426,"(+/- 3729 )"
Workers,Industry,"Civilian employed population 16 years and over",339861,"(+/- 5650 )",290713,"(+/- 7648 )",321154,"(+/- 8617 )",396928,"(+/- 10071 )",318365,"(+/- 10442 )",317464,"(+/- 7787 )",390986,"(+/- 9191 )",320196,"(+/- 7614 )",390469,"(+/- 11638 )",420067,"(+/- 12434 )",254073,"(+/- 10311 )",334278,"(+/- 7296 )",345555,"(+/- 7620 )",388857,"(+/- 7997 )",369385,"(+/- 11088 )",343667,"(+/- 10474 )",287683,"(+/- 8472 )",342418,"(+/- 8472 )",341618,"(+/- 8645 )",369464,"(+/- 10460 )",361532,"(+/- 9245 )",385718,"(+/- 10958 )",363808,"(+/- 9172 )",344706,"(+/- 10955 )",381212,"(+/- 11018 )",387160,"(+/- 11686 )",381405,"(+/- 11387 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",2628,"(+/- 836 )",8846,"(+/- 2076 )",4912,"(+/- 1426 )",1795,"(+/- 1036 )",2591,"(+/- 1048 )",2193,"(+/- 760 )",772,"(+/- 532 )",2012,"(+/- 1039 )",4658,"(+/- 2015 )",2133,"(+/- 1206 )",3512,"(+/- 1352 )",1532,"(+/- 596 )",674,"(+/- 597 )",1540,"(+/- 574 )",6576,"(+/- 1851 )",3752,"(+/- 1345 )",10589,"(+/- 1909 )",3711,"(+/- 1313 )",3803,"(+/- 1779 )",2176,"(+/- 993 )",3678,"(+/- 1408 )",705,"(+/- 304 )",1042,"(+/- 566 )",1072,"(+/- 599 )",6671,"(+/- 1686 )",7613,"(+/- 2066 )",1439,"(+/- 890 )"
Workers,Industry,Construction,24034,"(+/- 2690 )",21398,"(+/- 2647 )",21862,"(+/- 2864 )",29828,"(+/- 3808 )",20751,"(+/- 3220 )",26135,"(+/- 3007 )",21958,"(+/- 2974 )",22367,"(+/- 2584 )",28076,"(+/- 4005 )",35511,"(+/- 4315 )",24497,"(+/- 3112 )",21574,"(+/- 2526 )",21691,"(+/- 3096 )",24091,"(+/- 3574 )",23682,"(+/- 3200 )",27682,"(+/- 3313 )",28429,"(+/- 3653 )",27253,"(+/- 3861 )",35986,"(+/- 4864 )",25390,"(+/- 3512 )",31431,"(+/- 3315 )",32451,"(+/- 4604 )",25243,"(+/- 3348 )",27362,"(+/- 3543 )",36440,"(+/- 3403 )",34131,"(+/- 3999 )",28112,"(+/- 3771 )"
Workers,Industry,Manufacturing,13188,"(+/- 1848 )",14376,"(+/- 1980 )",16678,"(+/- 2615 )",24258,"(+/- 2954 )",15046,"(+/- 2349 )",19465,"(+/- 2273 )",20598,"(+/- 2531 )",31472,"(+/- 3867 )",16832,"(+/- 2869 )",18489,"(+/- 2886 )",10985,"(+/- 1855 )",19917,"(+/- 2562 )",26238,"(+/- 3006 )",18322,"(+/- 2140 )",22536,"(+/- 2858 )",17849,"(+/- 2240 )",13715,"(+/- 1724 )",18536,"(+/- 2417 )",11801,"(+/- 1936 )",17268,"(+/- 2896 )",12798,"(+/- 1836 )",20475,"(+/- 2740 )",13860,"(+/- 2214 )",10085,"(+/- 2144 )",24653,"(+/- 3023 )",13253,"(+/- 2218 )",13215,"(+/- 2317 )"
Workers,Industry,"Wholesale trade",6372,"(+/- 1297 )",4668,"(+/- 1225 )",4727,"(+/- 1272 )",8899,"(+/- 1932 )",4347,"(+/- 1503 )",6761,"(+/- 1405 )",8713,"(+/- 2114 )",7517,"(+/- 1720 )",10176,"(+/- 2399 )",11398,"(+/- 1955 )",4571,"(+/- 1314 )",9358,"(+/- 1728 )",8030,"(+/- 1700 )",8470,"(+/- 1497 )",11846,"(+/- 1751 )",8028,"(+/- 1785 )",5197,"(+/- 1303 )",8727,"(+/- 1897 )",7652,"(+/- 1868 )",8991,"(+/- 1728 )",9018,"(+/- 1825 )",13385,"(+/- 2208 )",17123,"(+/- 2121 )",8393,"(+/- 1259 )",18389,"(+/- 2641 )",11173,"(+/- 2518 )",12678,"(+/- 2431 )"
Workers,Industry,"Retail trade",48981,"(+/- 4008 )",37084,"(+/- 3698 )",41077,"(+/- 4071 )",42701,"(+/- 4116 )",44831,"(+/- 4472 )",41245,"(+/- 3892 )",42550,"(+/- 3539 )",45943,"(+/- 4917 )",50943,"(+/- 5768 )",48181,"(+/- 5863 )",40317,"(+/- 3967 )",44273,"(+/- 3427 )",38734,"(+/- 3301 )",43629,"(+/- 4224 )",55237,"(+/- 4899 )",46415,"(+/- 4280 )",48179,"(+/- 4764 )",44614,"(+/- 3968 )",49296,"(+/- 5131 )",48103,"(+/- 4377 )",51348,"(+/- 5109 )",41512,"(+/- 4194 )",42178,"(+/- 4390 )",47671,"(+/- 4563 )",46764,"(+/- 4425 )",47918,"(+/- 4201 )",36784,"(+/- 4199 )"
Workers,Industry,"Transportation and warehousing, and utilities",17793,"(+/- 2512 )",14151,"(+/- 2166 )",16610,"(+/- 2376 )",21807,"(+/- 2910 )",21437,"(+/- 3142 )",17595,"(+/- 2861 )",15353,"(+/- 2522 )",13383,"(+/- 2317 )",24797,"(+/- 3624 )",23296,"(+/- 3685 )",15487,"(+/- 2578 )",15945,"(+/- 2700 )",16959,"(+/- 2434 )",17057,"(+/- 2191 )",21046,"(+/- 2739 )",13298,"(+/- 2042 )",14226,"(+/- 2301 )",17506,"(+/- 3266 )",16829,"(+/- 3151 )",25278,"(+/- 3711 )",16058,"(+/- 2289 )",18485,"(+/- 2268 )",23766,"(+/- 3163 )",27322,"(+/- 3531 )",31817,"(+/- 3322 )",28717,"(+/- 3679 )",23523,"(+/- 3439 )"
Workers,Industry,Information,3966,"(+/- 1223 )",3831,"(+/- 1042 )",3931,"(+/- 1353 )",5372,"(+/- 1083 )",4738,"(+/- 1437 )",8265,"(+/- 1860 )",10977,"(+/- 2228 )",4587,"(+/- 1486 )",5195,"(+/- 1250 )",7750,"(+/- 1843 )",2449,"(+/- 995 )",7481,"(+/- 1417 )",4538,"(+/- 1007 )",8593,"(+/- 1857 )",6047,"(+/- 1398 )",6209,"(+/- 1392 )",3521,"(+/- 910 )",5062,"(+/- 1475 )",3702,"(+/- 1142 )",7518,"(+/- 2142 )",7217,"(+/- 1900 )",8990,"(+/- 1700 )",8628,"(+/- 1922 )",4886,"(+/- 1252 )",7335,"(+/- 1980 )",7590,"(+/- 1582 )",6977,"(+/- 1477 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",28219,"(+/- 3107 )",16066,"(+/- 2266 )",18964,"(+/- 2872 )",46324,"(+/- 4071 )",23727,"(+/- 3180 )",22193,"(+/- 2324 )",36966,"(+/- 3803 )",16744,"(+/- 2442 )",22700,"(+/- 3820 )",24371,"(+/- 2746 )",16213,"(+/- 2666 )",33054,"(+/- 3162 )",31522,"(+/- 2855 )",42422,"(+/- 3591 )",29540,"(+/- 3118 )",29591,"(+/- 2731 )",16466,"(+/- 2819 )",23825,"(+/- 2928 )",23726,"(+/- 2711 )",21943,"(+/- 2418 )",27401,"(+/- 2610 )",27518,"(+/- 3101 )",35074,"(+/- 3980 )",21410,"(+/- 3343 )",24142,"(+/- 2485 )",29163,"(+/- 3207 )",40307,"(+/- 3944 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",39039,"(+/- 3327 )",31091,"(+/- 3414 )",31920,"(+/- 4200 )",54575,"(+/- 5198 )",31674,"(+/- 3421 )",34933,"(+/- 4073 )",64346,"(+/- 4933 )",40820,"(+/- 4130 )",49991,"(+/- 5067 )",51556,"(+/- 4749 )",29320,"(+/- 3821 )",46534,"(+/- 3291 )",45716,"(+/- 4086 )",61392,"(+/- 4438 )",41828,"(+/- 3877 )",48971,"(+/- 4428 )",30524,"(+/- 3363 )",45063,"(+/- 4614 )",43654,"(+/- 4121 )",49502,"(+/- 4977 )",55211,"(+/- 4997 )",65595,"(+/- 4789 )",53371,"(+/- 4183 )",41012,"(+/- 4322 )",46789,"(+/- 4863 )",45608,"(+/- 4445 )",62136,"(+/- 4083 )"
Workers,Industry,"Educational services, and health care and social assistance",69983,"(+/- 4055 )",63038,"(+/- 4107 )",93998,"(+/- 5721 )",82583,"(+/- 5862 )",69627,"(+/- 5258 )",69503,"(+/- 4725 )",91723,"(+/- 7064 )",66898,"(+/- 4542 )",69501,"(+/- 5811 )",73839,"(+/- 5553 )",54054,"(+/- 4909 )",72538,"(+/- 3857 )",78080,"(+/- 4466 )",92988,"(+/- 5432 )",71561,"(+/- 4646 )",66472,"(+/- 4734 )",56067,"(+/- 4272 )",74267,"(+/- 5952 )",62156,"(+/- 5273 )",88769,"(+/- 6683 )",76287,"(+/- 5439 )",74189,"(+/- 5252 )",74139,"(+/- 5212 )",66818,"(+/- 4658 )",66890,"(+/- 5261 )",80718,"(+/- 6631 )",80856,"(+/- 5750 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",43863,"(+/- 3969 )",32517,"(+/- 3072 )",34052,"(+/- 3696 )",44852,"(+/- 4943 )",33865,"(+/- 3536 )",39766,"(+/- 4210 )",43764,"(+/- 4587 )",38116,"(+/- 4571 )",78582,"(+/- 6849 )",91242,"(+/- 6847 )",28325,"(+/- 3698 )",35652,"(+/- 3630 )",41677,"(+/- 4119 )",42187,"(+/- 3838 )",47666,"(+/- 5277 )",40309,"(+/- 4437 )",32903,"(+/- 5074 )",41328,"(+/- 6006 )",51183,"(+/- 5183 )",41365,"(+/- 5136 )",40384,"(+/- 3881 )",44574,"(+/- 3911 )",35158,"(+/- 4240 )",51342,"(+/- 4483 )",36033,"(+/- 4106 )",43337,"(+/- 4161 )",43995,"(+/- 4670 )"
Workers,Industry,"Other services, except public administration",15824,"(+/- 2482 )",13147,"(+/- 2026 )",16874,"(+/- 2488 )",18463,"(+/- 3072 )",18366,"(+/- 2885 )",16803,"(+/- 2508 )",18920,"(+/- 2714 )",13851,"(+/- 2325 )",17696,"(+/- 3210 )",19948,"(+/- 3273 )",13908,"(+/- 2599 )",15672,"(+/- 1949 )",18201,"(+/- 2438 )",17327,"(+/- 2475 )",17904,"(+/- 3045 )",21083,"(+/- 2687 )",14984,"(+/- 2501 )",21693,"(+/- 2823 )",19418,"(+/- 3421 )",18632,"(+/- 3018 )",23101,"(+/- 3002 )",25151,"(+/- 3295 )",17348,"(+/- 2983 )",23631,"(+/- 3497 )",26644,"(+/- 3775 )",22832,"(+/- 3713 )",21578,"(+/- 3029 )"
Workers,Industry,"Public administration",25971,"(+/- 3124 )",30500,"(+/- 3215 )",15549,"(+/- 2089 )",15471,"(+/- 2407 )",27365,"(+/- 2815 )",12607,"(+/- 2225 )",14346,"(+/- 1986 )",16486,"(+/- 2206 )",11322,"(+/- 2390 )",12353,"(+/- 2478 )",10435,"(+/- 1722 )",10748,"(+/- 1673 )",13495,"(+/- 2170 )",10839,"(+/- 1978 )",13916,"(+/- 2123 )",14008,"(+/- 1948 )",12883,"(+/- 2149 )",10833,"(+/- 1971 )",12412,"(+/- 2099 )",14529,"(+/- 2556 )",7600,"(+/- 1511 )",12688,"(+/- 2033 )",16878,"(+/- 2342 )",13702,"(+/- 2328 )",8645,"(+/- 1527 )",15107,"(+/- 3005 )",9805,"(+/- 1886 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",339861,"(+/- 5650 )",290713,"(+/- 7648 )",321154,"(+/- 8617 )",396928,"(+/- 10071 )",318365,"(+/- 10442 )",317464,"(+/- 7787 )",390986,"(+/- 9191 )",320196,"(+/- 7614 )",390469,"(+/- 11638 )",420067,"(+/- 12434 )",254073,"(+/- 10311 )",334278,"(+/- 7296 )",345555,"(+/- 7620 )",388857,"(+/- 7997 )",369385,"(+/- 11088 )",343667,"(+/- 10474 )",287683,"(+/- 8472 )",342418,"(+/- 8472 )",341618,"(+/- 8645 )",369464,"(+/- 10460 )",361532,"(+/- 9245 )",385718,"(+/- 10958 )",363808,"(+/- 9172 )",344706,"(+/- 10955 )",381212,"(+/- 11018 )",387160,"(+/- 11686 )",381405,"(+/- 11387 )"
Workers,"Class of Worker","Private wage and salary workers",266866,"(+/- 6200 )",209891,"(+/- 7312 )",244781,"(+/- 9032 )",331911,"(+/- 9588 )",242817,"(+/- 8381 )",263376,"(+/- 8823 )",325390,"(+/- 8945 )",260423,"(+/- 8246 )",337861,"(+/- 10942 )",365434,"(+/- 11440 )",210944,"(+/- 8787 )",280827,"(+/- 7095 )",291441,"(+/- 7880 )",326393,"(+/- 7693 )",314924,"(+/- 11220 )",287505,"(+/- 10539 )",237390,"(+/- 8131 )",282903,"(+/- 8725 )",286258,"(+/- 7972 )",308791,"(+/- 11220 )",303695,"(+/- 8414 )",319580,"(+/- 10659 )",302866,"(+/- 9215 )",281916,"(+/- 9780 )",319691,"(+/- 10324 )",316114,"(+/- 11485 )",317031,"(+/- 10249 )"
Workers,"Class of Worker","Government workers",54487,"(+/- 3893 )",62569,"(+/- 4520 )",61137,"(+/- 4574 )",44936,"(+/- 3821 )",60620,"(+/- 4608 )",36060,"(+/- 3946 )",42954,"(+/- 3765 )",39566,"(+/- 3339 )",35714,"(+/- 4638 )",36485,"(+/- 4499 )",27517,"(+/- 3064 )",36908,"(+/- 3180 )",35674,"(+/- 3063 )",42267,"(+/- 3280 )",37186,"(+/- 3522 )",32581,"(+/- 3099 )",32619,"(+/- 3481 )",34837,"(+/- 3683 )",32911,"(+/- 3382 )",40540,"(+/- 4350 )",30025,"(+/- 3720 )",36107,"(+/- 4086 )",38822,"(+/- 3496 )",38662,"(+/- 3380 )",29535,"(+/- 3382 )",41734,"(+/- 5052 )",30519,"(+/- 3342 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",17992,"(+/- 2485 )",18052,"(+/- 2121 )",14865,"(+/- 2350 )",19562,"(+/- 2533 )",14613,"(+/- 2557 )",17734,"(+/- 2509 )",21584,"(+/- 3551 )",19649,"(+/- 2922 )",15831,"(+/- 3209 )",17517,"(+/- 3111 )",14212,"(+/- 2246 )",16104,"(+/- 1836 )",17877,"(+/- 2463 )",19431,"(+/- 2283 )",16274,"(+/- 3080 )",22772,"(+/- 2888 )",16901,"(+/- 2492 )",24012,"(+/- 3294 )",22076,"(+/- 2659 )",19713,"(+/- 2682 )",27211,"(+/- 3502 )",29595,"(+/- 2831 )",21570,"(+/- 3024 )",23588,"(+/- 3179 )",31155,"(+/- 3420 )",28660,"(+/- 4045 )",33461,"(+/- 4006 )"
Workers,"Class of Worker","Unpaid family workers",516,"(+/- 374 )",201,"(+/- 201 )",371,"(+/- 320 )",519,"(+/- 450 )",315,"(+/- 271 )",294,"(+/- 326 )",1058,"(+/- 594 )",558,"(+/- 344 )",1063,"(+/- 959 )",631,"(+/- 410 )",1400,"(+/- 815 )",439,"(+/- 303 )",563,"(+/- 480 )",766,"(+/- 637 )",1001,"(+/- 559 )",809,"(+/- 505 )",773,"(+/- 452 )",666,"(+/- 416 )",373,"(+/- 245 )",420,"(+/- 322 )",601,"(+/- 380 )",436,"(+/- 416 )",550,"(+/- 247 )",540,"(+/- 315 )",831,"(+/- 526 )",652,"(+/- 362 )",394,"(+/- 278 )"
Housing,"Housing Occupancy","Total housing units",367932,"(+/- 1393 )",352875,"(+/- 3803 )",316412,"(+/- 3113 )",349054,"(+/- 4131 )",317297,"(+/- 4716 )",370136,"(+/- 3556 )",322729,"(+/- 4607 )",364154,"(+/- 1338 )",362699,"(+/- 5274 )",323758,"(+/- 6136 )",391939,"(+/- 4793 )",367384,"(+/- 3590 )",390247,"(+/- 3372 )",337919,"(+/- 4659 )",320680,"(+/- 6448 )",404189,"(+/- 4573 )",391018,"(+/- 4849 )",369460,"(+/- 4401 )",478335,"(+/- 3998 )",285595,"(+/- 6475 )",365548,"(+/- 5739 )",391241,"(+/- 8263 )",346151,"(+/- 5956 )",270280,"(+/- 6101 )",285247,"(+/- 6205 )",261655,"(+/- 6200 )",337651,"(+/- 7002 )"
Housing,"Housing Occupancy","Occupied housing units",297700,"(+/- 4715 )",269813,"(+/- 5371 )",266829,"(+/- 4406 )",304912,"(+/- 4956 )",269908,"(+/- 5129 )",308131,"(+/- 5184 )",289203,"(+/- 5068 )",291341,"(+/- 5152 )",273983,"(+/- 5900 )",278232,"(+/- 5795 )",321140,"(+/- 6524 )",314204,"(+/- 4992 )",304154,"(+/- 5079 )",301090,"(+/- 5034 )",278634,"(+/- 6852 )",315102,"(+/- 5132 )",299235,"(+/- 6599 )",293652,"(+/- 5411 )",313159,"(+/- 6738 )",247808,"(+/- 5684 )",295802,"(+/- 5824 )",303636,"(+/- 7401 )",267627,"(+/- 5059 )",239380,"(+/- 5897 )",246558,"(+/- 5782 )",227080,"(+/- 5719 )",271651,"(+/- 4954 )"
Housing,"Housing Occupancy","Vacant housing units",70232,"(+/- 4475 )",83062,"(+/- 4574 )",49583,"(+/- 4635 )",44142,"(+/- 3756 )",47389,"(+/- 3897 )",62005,"(+/- 4077 )",33526,"(+/- 3690 )",72813,"(+/- 5084 )",88716,"(+/- 5875 )",45526,"(+/- 4753 )",70799,"(+/- 5610 )",53180,"(+/- 4056 )",86093,"(+/- 4604 )",36829,"(+/- 4003 )",42046,"(+/- 3814 )",89087,"(+/- 4227 )",91783,"(+/- 6684 )",75808,"(+/- 4739 )",165176,"(+/- 6732 )",37787,"(+/- 3302 )",69746,"(+/- 5134 )",87605,"(+/- 4786 )",78524,"(+/- 4638 )",30900,"(+/- 3034 )",38689,"(+/- 3777 )",34575,"(+/- 3061 )",66000,"(+/- 4859 )"
