Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
People,"Sex and Age","45 to 54 years",83913,"(+/- 2639 )",97777,"(+/- 2593 )",88801,"(+/- 3103 )",99543,"(+/- 2668 )",94050,"(+/- 4126 )",86328,"(+/- 4415 )",106355,"(+/- 4216 )",86878,"(+/- 4541 )",97855,"(+/- 4913 )",97074,"(+/- 3138 )",105090,"(+/- 3421 )",104634,"(+/- 2520 )",92082,"(+/- 3593 )",101962,"(+/- 3306 )",116812,"(+/- 4767 )",81378,"(+/- 3038 )",110503,"(+/- 4365 )",111253,"(+/- 4526 )",102483,"(+/- 3670 )",89821,"(+/- 1441 )",81479,"(+/- 3713 )",84427,"(+/- 4160 )",91891,"(+/- 3442 )",82715,"(+/- 1269 )",105811,"(+/- 5323 )",95228,"(+/- 2315 )",104935,"(+/- 6132 )",109102,"(+/- 6382 )",92360,"(+/- 4919 )",110558,"(+/- 4715 )",94321,"(+/- 3555 )",95526,"(+/- 4780 )",99427,"(+/- 4716 )",102461,"(+/- 5467 )",94779,"(+/- 4561 )",89536,"(+/- 5015 )",90989,"(+/- 5767 )",95235,"(+/- 5451 )",99739,"(+/- 5368 )",93145,"(+/- 4515 )",96400,"(+/- 4485 )",107069,"(+/- 4282 )",99194,"(+/- 5174 )",87041,"(+/- 4543 )",112168,"(+/- 4191 )",94169,"(+/- 4502 )",102118,"(+/- 4905 )",110794,"(+/- 3958 )",108592,"(+/- 6402 )",100920,"(+/- 5240 )",86014,"(+/- 3942 )",99245,"(+/- 5495 )",87767,"(+/- 5899 )"
People,"Sex and Age","55 to 59 years",51252,"(+/- 3477 )",55660,"(+/- 2860 )",46773,"(+/- 2832 )",57403,"(+/- 2746 )",49684,"(+/- 3256 )",47584,"(+/- 3109 )",46437,"(+/- 3196 )",46160,"(+/- 4028 )",47805,"(+/- 3386 )",46538,"(+/- 2809 )",53029,"(+/- 3485 )",44692,"(+/- 3186 )",46761,"(+/- 2891 )",48952,"(+/- 2843 )",51394,"(+/- 3188 )",35511,"(+/- 2707 )",45685,"(+/- 3268 )",51308,"(+/- 3332 )",49473,"(+/- 3215 )",44358,"(+/- 2431 )",36058,"(+/- 2727 )",40643,"(+/- 3210 )",47222,"(+/- 3226 )",45264,"(+/- 2991 )",50837,"(+/- 4036 )",52660,"(+/- 2581 )",46735,"(+/- 3887 )",48516,"(+/- 4375 )",47060,"(+/- 3532 )",54799,"(+/- 4396 )",50041,"(+/- 3711 )",43978,"(+/- 3298 )",52893,"(+/- 3175 )",40792,"(+/- 3179 )",37633,"(+/- 3093 )",53197,"(+/- 3742 )",42814,"(+/- 3525 )",44605,"(+/- 3841 )",52741,"(+/- 4241 )",38335,"(+/- 2856 )",37114,"(+/- 3339 )",50348,"(+/- 3941 )",42971,"(+/- 3802 )",39001,"(+/- 3180 )",54727,"(+/- 4112 )",42637,"(+/- 3768 )",45284,"(+/- 3032 )",52038,"(+/- 3772 )",51185,"(+/- 3880 )",48243,"(+/- 3020 )",41815,"(+/- 3115 )",48714,"(+/- 3684 )",48396,"(+/- 3616 )"
People,"Sex and Age","60 to 64 years",55004,"(+/- 2964 )",52045,"(+/- 2963 )",46133,"(+/- 3034 )",58395,"(+/- 2837 )",54062,"(+/- 3500 )",42823,"(+/- 2865 )",47164,"(+/- 2964 )",38355,"(+/- 2792 )",46750,"(+/- 3640 )",38559,"(+/- 2723 )",44858,"(+/- 3444 )",42883,"(+/- 3172 )",45314,"(+/- 3305 )",47251,"(+/- 3104 )",45578,"(+/- 3375 )",35592,"(+/- 2859 )",38974,"(+/- 3122 )",45651,"(+/- 3357 )",44057,"(+/- 3307 )",41644,"(+/- 2243 )",31272,"(+/- 2819 )",40158,"(+/- 3103 )",39775,"(+/- 2935 )",46935,"(+/- 3026 )",39888,"(+/- 3125 )",42443,"(+/- 2484 )",48341,"(+/- 3033 )",48382,"(+/- 3905 )",36082,"(+/- 2587 )",47679,"(+/- 3398 )",37866,"(+/- 2618 )",43943,"(+/- 3684 )",43059,"(+/- 3169 )",36898,"(+/- 3171 )",37349,"(+/- 3169 )",52000,"(+/- 3715 )",39456,"(+/- 3414 )",39426,"(+/- 3110 )",46289,"(+/- 3539 )",31467,"(+/- 2455 )",32008,"(+/- 3061 )",41452,"(+/- 3103 )",39067,"(+/- 3242 )",36882,"(+/- 3283 )",47480,"(+/- 3261 )",31538,"(+/- 3205 )",44944,"(+/- 3489 )",44803,"(+/- 3307 )",44170,"(+/- 3647 )",45068,"(+/- 3834 )",34778,"(+/- 2989 )",41511,"(+/- 3321 )",44351,"(+/- 3281 )"
People,"Sex and Age","65 to 74 years",89884,"(+/- 1952 )",89894,"(+/- 2257 )",63058,"(+/- 2680 )",91618,"(+/- 2044 )",77163,"(+/- 3370 )",53788,"(+/- 2888 )",68984,"(+/- 2931 )",57517,"(+/- 3153 )",57925,"(+/- 3084 )",57287,"(+/- 2329 )",73539,"(+/- 2735 )",64836,"(+/- 1795 )",69562,"(+/- 2757 )",68469,"(+/- 2845 )",58223,"(+/- 2829 )",45970,"(+/- 2424 )",52285,"(+/- 2879 )",61390,"(+/- 3615 )",57079,"(+/- 3381 )",60650,"(+/- 1677 )",37802,"(+/- 2629 )",54353,"(+/- 2680 )",57969,"(+/- 2996 )",70848,"(+/- 957 )",49434,"(+/- 3369 )",64061,"(+/- 1805 )",65589,"(+/- 4245 )",61238,"(+/- 3897 )",48372,"(+/- 3605 )",61857,"(+/- 4828 )",47489,"(+/- 3427 )",61315,"(+/- 3764 )",69665,"(+/- 4075 )",46859,"(+/- 3293 )",44566,"(+/- 3039 )",88094,"(+/- 3710 )",52020,"(+/- 3058 )",58036,"(+/- 3796 )",65459,"(+/- 3726 )",37116,"(+/- 2982 )",43136,"(+/- 3012 )",56503,"(+/- 3923 )",57677,"(+/- 3792 )",43129,"(+/- 3361 )",62393,"(+/- 3751 )",40544,"(+/- 3008 )",57123,"(+/- 4356 )",74496,"(+/- 4365 )",68739,"(+/- 4783 )",64640,"(+/- 4343 )",49945,"(+/- 2576 )",62599,"(+/- 3393 )",56368,"(+/- 3721 )"
People,"Sex and Age","75 to 84 years",42821,"(+/- 2280 )",41218,"(+/- 2206 )",30500,"(+/- 1970 )",47396,"(+/- 2027 )",35064,"(+/- 2324 )",28020,"(+/- 1953 )",31397,"(+/- 2253 )",28488,"(+/- 2396 )",27261,"(+/- 2330 )",29400,"(+/- 1880 )",36424,"(+/- 2273 )",32596,"(+/- 2273 )",27849,"(+/- 2322 )",34098,"(+/- 2460 )",28963,"(+/- 2558 )",22382,"(+/- 2118 )",30881,"(+/- 2715 )",33544,"(+/- 2920 )",28774,"(+/- 2287 )",26554,"(+/- 1738 )",17786,"(+/- 2297 )",25602,"(+/- 2139 )",25870,"(+/- 2190 )",35169,"(+/- 2272 )",25308,"(+/- 2766 )",30142,"(+/- 2118 )",39901,"(+/- 2706 )",33465,"(+/- 3052 )",21673,"(+/- 2563 )",31848,"(+/- 2981 )",21510,"(+/- 2464 )",27167,"(+/- 3039 )",35450,"(+/- 2997 )",25988,"(+/- 2485 )",20567,"(+/- 2211 )",54374,"(+/- 3522 )",24243,"(+/- 2260 )",33537,"(+/- 2733 )",29597,"(+/- 3030 )",16473,"(+/- 1774 )",20650,"(+/- 2307 )",29010,"(+/- 2705 )",29515,"(+/- 2497 )",20998,"(+/- 2363 )",32096,"(+/- 2844 )",20655,"(+/- 2209 )",26309,"(+/- 2639 )",39719,"(+/- 3390 )",34619,"(+/- 2951 )",30358,"(+/- 2899 )",24893,"(+/- 1915 )",29508,"(+/- 2706 )",28042,"(+/- 2611 )"
People,"Sex and Age","85 years and over",17517,"(+/- 1749 )",16718,"(+/- 1688 )",11185,"(+/- 1526 )",16733,"(+/- 1754 )",15315,"(+/- 1671 )",12372,"(+/- 1932 )",14284,"(+/- 1599 )",11141,"(+/- 2015 )",11083,"(+/- 1837 )",10861,"(+/- 1484 )",15694,"(+/- 1984 )",19717,"(+/- 2004 )",12459,"(+/- 1527 )",18521,"(+/- 2089 )",13218,"(+/- 2141 )",8617,"(+/- 1537 )",13670,"(+/- 2174 )",17858,"(+/- 1999 )",10737,"(+/- 1455 )",12994,"(+/- 1692 )",6242,"(+/- 1302 )",14329,"(+/- 1812 )",10389,"(+/- 1723 )",16828,"(+/- 2194 )",9310,"(+/- 1651 )",15655,"(+/- 1728 )",20673,"(+/- 2608 )",17749,"(+/- 2096 )",10046,"(+/- 1399 )",20457,"(+/- 2301 )",9894,"(+/- 1824 )",12008,"(+/- 1474 )",20350,"(+/- 2328 )",13155,"(+/- 1623 )",7092,"(+/- 1246 )",19349,"(+/- 2333 )",13576,"(+/- 2143 )",14646,"(+/- 1738 )",13450,"(+/- 1991 )",8719,"(+/- 1363 )",6787,"(+/- 1178 )",11899,"(+/- 2096 )",11275,"(+/- 1532 )",9302,"(+/- 1564 )",15815,"(+/- 2235 )",8311,"(+/- 1302 )",13495,"(+/- 1693 )",18900,"(+/- 2548 )",15984,"(+/- 2274 )",15429,"(+/- 1992 )",11795,"(+/- 1601 )",13185,"(+/- 1740 )",13802,"(+/- 1969 )"
People,"Sex and Age","Median age (years)",42.3,"(+/- 0.6 )",44.3,"(+/- 0.5 )",35.2,"(+/- 0.5 )",44.6,"(+/- 0.5 )",40.2,"(+/- 0.6 )",34.4,"(+/- 0.6 )",38.7,"(+/- 0.7 )",34.2,"(+/- 1.0 )",35.0,"(+/- 0.6 )",34.6,"(+/- 0.4 )",39.7,"(+/- 0.5 )",38.2,"(+/- 0.3 )",36.8,"(+/- 0.5 )",39.4,"(+/- 0.4 )",38.5,"(+/- 0.5 )",30.8,"(+/- 0.5 )",36.8,"(+/- 0.6 )",39.8,"(+/- 0.7 )",36.7,"(+/- 0.6 )",34.9,"(+/- 0.3 )",30.0,"(+/- 0.5 )",32.2,"(+/- 0.7 )",34.5,"(+/- 0.7 )",36.0,"(+/- 0.3 )",35.8,"(+/- 1.0 )",38.0,"(+/- 0.5 )",41.2,"(+/- 0.9 )",40.3,"(+/- 0.6 )",35.3,"(+/- 0.5 )",39.3,"(+/- 0.9 )",33.0,"(+/- 0.6 )",37.1,"(+/- 0.7 )",41.2,"(+/- 0.9 )",34.8,"(+/- 0.6 )",32.6,"(+/- 0.7 )",43.7,"(+/- 0.9 )",35.5,"(+/- 0.6 )",37.0,"(+/- 0.7 )",38.4,"(+/- 0.9 )",30.6,"(+/- 0.5 )",30.7,"(+/- 0.6 )",34.6,"(+/- 0.6 )",36.1,"(+/- 0.8 )",32.3,"(+/- 0.7 )",38.8,"(+/- 0.9 )",32.4,"(+/- 0.7 )",37.5,"(+/- 0.9 )",42.9,"(+/- 0.8 )",39.5,"(+/- 0.8 )",37.3,"(+/- 0.9 )",32.5,"(+/- 0.6 )",36.2,"(+/- 0.8 )",35.2,"(+/- 0.6 )"
People,"Sex and Age","18 years and over",575226,"(+/- 4926 )",574836,"(+/- 4410 )",574599,"(+/- 4819 )",593105,"(+/- 5270 )",583018,"(+/- 6018 )",577958,"(+/- 8068 )",578355,"(+/- 7797 )",524740,"(+/- 7958 )",563806,"(+/- 7833 )",556377,"(+/- 4329 )",595167,"(+/- 6419 )",672830,"(+/- 6894 )",621154,"(+/- 4129 )",605997,"(+/- 8686 )",603872,"(+/- 6665 )",516941,"(+/- 7380 )",610978,"(+/- 8870 )",582604,"(+/- 11322 )",589928,"(+/- 9575 )",562993,"(+/- 4917 )",505095,"(+/- 9670 )",536889,"(+/- 10063 )",543732,"(+/- 9157 )",588077,"(+/- 1911 )",532924,"(+/- 10865 )",559810,"(+/- 3633 )",582142,"(+/- 8947 )",612516,"(+/- 11228 )",550906,"(+/- 15939 )",621406,"(+/- 15115 )",563414,"(+/- 10634 )",567560,"(+/- 9382 )",574570,"(+/- 12159 )",607247,"(+/- 18004 )",549825,"(+/- 10491 )",584697,"(+/- 8299 )",581824,"(+/- 13896 )",558927,"(+/- 11288 )",572054,"(+/- 8876 )",523363,"(+/- 10601 )",562033,"(+/- 9482 )",593552,"(+/- 10420 )",567838,"(+/- 12909 )",518986,"(+/- 12418 )",609544,"(+/- 8447 )",555947,"(+/- 9592 )",570285,"(+/- 10542 )",576768,"(+/- 8876 )",579124,"(+/- 9645 )",572330,"(+/- 10334 )",555039,"(+/- 11105 )",619663,"(+/- 13963 )",616696,"(+/- 15703 )"
People,"Sex and Age","65 years and over",150222,"(+/- 2422 )",147830,"(+/- 2827 )",104743,"(+/- 3219 )",155747,"(+/- 2493 )",127542,"(+/- 4367 )",94180,"(+/- 4047 )",114665,"(+/- 3691 )",97146,"(+/- 4377 )",96269,"(+/- 3675 )",97548,"(+/- 2675 )",125657,"(+/- 3087 )",117149,"(+/- 2663 )",109870,"(+/- 3611 )",121088,"(+/- 3614 )",100404,"(+/- 3790 )",76969,"(+/- 2902 )",96836,"(+/- 3927 )",112792,"(+/- 4531 )",96590,"(+/- 4490 )",100198,"(+/- 1855 )",61830,"(+/- 3731 )",94284,"(+/- 3313 )",94228,"(+/- 3507 )",122845,"(+/- 1000 )",84052,"(+/- 4493 )",109858,"(+/- 2450 )",126163,"(+/- 5545 )",112452,"(+/- 5368 )",80091,"(+/- 4298 )",114162,"(+/- 6173 )",78893,"(+/- 4799 )",100490,"(+/- 5250 )",125465,"(+/- 5408 )",86002,"(+/- 4716 )",72225,"(+/- 3784 )",161817,"(+/- 4636 )",89839,"(+/- 4158 )",106219,"(+/- 5336 )",108506,"(+/- 5799 )",62308,"(+/- 3998 )",70573,"(+/- 3894 )",97412,"(+/- 4712 )",98467,"(+/- 4288 )",73429,"(+/- 4289 )",110304,"(+/- 4814 )",69510,"(+/- 4497 )",96927,"(+/- 5288 )",133115,"(+/- 6208 )",119342,"(+/- 6555 )",110427,"(+/- 5479 )",86633,"(+/- 3553 )",105292,"(+/- 5404 )",98212,"(+/- 4954 )"
People,Race,"Total population",718214,"(+/- 5619 )",717999,"(+/- 4737 )",750271,"(+/- 5937 )",748410,"(+/- 6754 )",732438,"(+/- 7091 )",764344,"(+/- 10197 )",750860,"(+/- 10124 )",721449,"(+/- 11055 )",774266,"(+/- 8104 )",758005,"(+/- 4737 )",764135,"(+/- 8057 )",774736,"(+/- 7691 )",766731,"(+/- 3594 )",756389,"(+/- 9959 )",785387,"(+/- 7687 )",729788,"(+/- 12057 )",771078,"(+/- 9642 )",742728,"(+/- 13446 )",770105,"(+/- 11460 )",744295,"(+/- 6469 )",723549,"(+/- 13637 )",760328,"(+/- 13356 )",745328,"(+/- 13495 )",740039,"(+/- 2177 )",721740,"(+/- 12254 )",732091,"(+/- 4224 )",717980,"(+/- 10422 )",719156,"(+/- 14069 )",713745,"(+/- 21983 )",771201,"(+/- 17402 )",762208,"(+/- 12404 )",725317,"(+/- 10942 )",705588,"(+/- 13672 )",763303,"(+/- 23715 )",745237,"(+/- 11126 )",737403,"(+/- 10703 )",713530,"(+/- 17324 )",718428,"(+/- 12053 )",736480,"(+/- 8155 )",738618,"(+/- 15209 )",765770,"(+/- 7138 )",826899,"(+/- 12916 )",745656,"(+/- 17384 )",717097,"(+/- 15549 )",777871,"(+/- 7306 )",734649,"(+/- 10636 )",723526,"(+/- 11857 )",721632,"(+/- 7978 )",747350,"(+/- 9745 )",754388,"(+/- 11300 )",746496,"(+/- 14825 )",768240,"(+/- 17624 )",774182,"(+/- 19922 )"
People,Race,"One race",689266,"(+/- 6053 )",677984,"(+/- 5969 )",704842,"(+/- 7804 )",716201,"(+/- 6840 )",691521,"(+/- 7755 )",707230,"(+/- 11456 )",689566,"(+/- 9934 )",684552,"(+/- 12513 )",678582,"(+/- 11714 )",719190,"(+/- 6902 )",708780,"(+/- 9994 )",732645,"(+/- 8457 )",710180,"(+/- 5711 )",709543,"(+/- 11465 )",737930,"(+/- 9265 )",703726,"(+/- 12448 )",730830,"(+/- 9710 )",702407,"(+/- 13937 )",728102,"(+/- 11185 )",712719,"(+/- 7928 )",703176,"(+/- 13473 )",726522,"(+/- 13878 )",715455,"(+/- 13898 )",708697,"(+/- 4002 )",682503,"(+/- 12483 )",701154,"(+/- 5752 )",690057,"(+/- 10519 )",688589,"(+/- 13471 )",696139,"(+/- 22055 )",733859,"(+/- 16804 )",720847,"(+/- 12780 )",698115,"(+/- 11025 )",668148,"(+/- 13936 )",741592,"(+/- 24402 )",713055,"(+/- 12181 )",709111,"(+/- 10954 )",688644,"(+/- 17660 )",689852,"(+/- 12846 )",707103,"(+/- 9696 )",724037,"(+/- 14849 )",739697,"(+/- 7478 )",779158,"(+/- 13954 )",719019,"(+/- 16405 )",694582,"(+/- 16377 )",738936,"(+/- 8748 )",715374,"(+/- 10888 )",695148,"(+/- 11345 )",688551,"(+/- 8107 )",707568,"(+/- 9093 )",712734,"(+/- 11797 )",717784,"(+/- 15227 )",726217,"(+/- 17634 )",721357,"(+/- 19622 )"
People,Race,White,617412,"(+/- 6384 )",567892,"(+/- 8078 )",508019,"(+/- 9947 )",634393,"(+/- 7348 )",452155,"(+/- 12610 )",370267,"(+/- 13334 )",470796,"(+/- 11227 )",552585,"(+/- 14577 )",406224,"(+/- 12178 )",561987,"(+/- 11740 )",454724,"(+/- 12426 )",369755,"(+/- 5342 )",317337,"(+/- 9740 )",320344,"(+/- 9608 )",331442,"(+/- 9387 )",423863,"(+/- 15272 )",213102,"(+/- 8969 )",464984,"(+/- 13337 )",329817,"(+/- 13734 )",430748,"(+/- 11291 )",518307,"(+/- 12966 )",540781,"(+/- 13852 )",560589,"(+/- 12833 )",596837,"(+/- 7997 )",457045,"(+/- 13585 )",588300,"(+/- 9977 )",265889,"(+/- 10889 )",490429,"(+/- 11300 )",404339,"(+/- 18853 )",486606,"(+/- 14868 )",452790,"(+/- 18640 )",314430,"(+/- 14031 )",509336,"(+/- 12103 )",282523,"(+/- 13558 )",341600,"(+/- 16481 )",521771,"(+/- 13423 )",290173,"(+/- 14087 )",298107,"(+/- 12767 )",369482,"(+/- 11833 )",395417,"(+/- 16210 )",309958,"(+/- 16048 )",479369,"(+/- 16057 )",260614,"(+/- 14004 )",293616,"(+/- 14801 )",472558,"(+/- 11456 )",378893,"(+/- 16689 )",388169,"(+/- 14453 )",488364,"(+/- 10331 )",569225,"(+/- 14570 )",577251,"(+/- 12286 )",487406,"(+/- 17398 )",510283,"(+/- 14888 )",483466,"(+/- 17861 )"
People,Race,"Black or African American",12970,"(+/- 1614 )",9587,"(+/- 1669 )",46683,"(+/- 3483 )",9752,"(+/- 1490 )",43914,"(+/- 4765 )",99006,"(+/- 6686 )",50137,"(+/- 5856 )",49699,"(+/- 7303 )",69130,"(+/- 5867 )",25902,"(+/- 2966 )",60493,"(+/- 6038 )",41427,"(+/- 2202 )",128064,"(+/- 5640 )",22042,"(+/- 2363 )",44801,"(+/- 5192 )",37218,"(+/- 3782 )",23236,"(+/- 4064 )",12740,"(+/- 2767 )",19473,"(+/- 3382 )",14738,"(+/- 1385 )",25784,"(+/- 4088 )",27851,"(+/- 3601 )",44295,"(+/- 5667 )",13378,"(+/- 1939 )",51987,"(+/- 7145 )",15380,"(+/- 2109 )",29913,"(+/- 5979 )",24215,"(+/- 4398 )",27851,"(+/- 4432 )",36624,"(+/- 4909 )",84418,"(+/- 9102 )",16202,"(+/- 3323 )",22531,"(+/- 3756 )",34148,"(+/- 4331 )",47636,"(+/- 7681 )",34441,"(+/- 6357 )",167539,"(+/- 9799 )",29943,"(+/- 5110 )",17267,"(+/- 3491 )",39026,"(+/- 4840 )",69553,"(+/- 7576 )",51834,"(+/- 7265 )",172010,"(+/- 11093 )",102749,"(+/- 8148 )",15666,"(+/- 3128 )",13617,"(+/- 3125 )",51668,"(+/- 6733 )",7616,"(+/- 2048 )",18868,"(+/- 4993 )",18318,"(+/- 3820 )",54650,"(+/- 5459 )",20798,"(+/- 2902 )",63129,"(+/- 6680 )"
People,Race,"American Indian and Alaska Native",15112,"(+/- 1910 )",14834,"(+/- 2601 )",7627,"(+/- 1680 )",8968,"(+/- 2113 )",6176,"(+/- 1541 )",6025,"(+/- 2090 )",3768,"(+/- 1026 )",9891,"(+/- 2141 )",4205,"(+/- 1506 )",5187,"(+/- 1578 )",3612,"(+/- 1312 )",2609,"(+/- 1374 )",5697,"(+/- 1787 )",2918,"(+/- 1034 )",4984,"(+/- 1314 )",9070,"(+/- 2606 )",1973,"(+/- 817 )",4604,"(+/- 1464 )",7608,"(+/- 2578 )",3062,"(+/- 1197 )",5804,"(+/- 2013 )",6682,"(+/- 1826 )",9937,"(+/- 2490 )",7062,"(+/- 1882 )",8363,"(+/- 3418 )",7520,"(+/- 2593 )",3935,"(+/- 1578 )",2771,"(+/- 1211 )",3116,"(+/- 1240 )",4013,"(+/- 1810 )",5194,"(+/- 1809 )",8546,"(+/- 2578 )",1274,"(+/- 632 )",8248,"(+/- 3300 )",12385,"(+/- 4051 )",9981,"(+/- 1997 )",2616,"(+/- 1118 )",4823,"(+/- 1643 )",5244,"(+/- 2555 )",4875,"(+/- 1926 )",5282,"(+/- 2357 )",4075,"(+/- 1217 )",5831,"(+/- 2306 )",5207,"(+/- 1907 )",4559,"(+/- 2031 )",2669,"(+/- 1046 )",5130,"(+/- 1848 )",3090,"(+/- 1284 )",4075,"(+/- 1456 )",8771,"(+/- 2132 )",7037,"(+/- 1960 )",3390,"(+/- 1035 )",4424,"(+/- 2406 )"
People,Race,Asian,21020,"(+/- 1964 )",28267,"(+/- 2063 )",87378,"(+/- 4772 )",40251,"(+/- 2098 )",82380,"(+/- 5134 )",121841,"(+/- 8621 )",116556,"(+/- 6810 )",24694,"(+/- 4684 )",111869,"(+/- 9234 )",57429,"(+/- 6549 )",109577,"(+/- 5875 )",253919,"(+/- 6059 )",158455,"(+/- 7474 )",260755,"(+/- 7361 )",274062,"(+/- 8954 )",71342,"(+/- 5923 )",426385,"(+/- 9814 )",178788,"(+/- 9443 )",223158,"(+/- 11038 )",39051,"(+/- 2489 )",26974,"(+/- 5550 )",58002,"(+/- 6639 )",40215,"(+/- 3995 )",35370,"(+/- 1899 )",65141,"(+/- 6513 )",51756,"(+/- 4429 )",289268,"(+/- 9716 )",88960,"(+/- 7929 )",51544,"(+/- 6023 )",102174,"(+/- 9961 )",61317,"(+/- 6708 )",143648,"(+/- 9121 )",105124,"(+/- 7544 )",146754,"(+/- 8268 )",58838,"(+/- 6552 )",28481,"(+/- 4303 )",70722,"(+/- 6695 )",112546,"(+/- 9205 )",231200,"(+/- 10835 )",16473,"(+/- 3184 )",45298,"(+/- 6362 )",79499,"(+/- 5992 )",100780,"(+/- 6457 )",43125,"(+/- 5026 )",199942,"(+/- 11422 )",96304,"(+/- 7954 )",173119,"(+/- 9738 )",132079,"(+/- 8741 )",60283,"(+/- 7063 )",37821,"(+/- 5287 )",54454,"(+/- 5471 )",158316,"(+/- 11245 )",112601,"(+/- 10398 )"
People,Race,"Native Hawaiian and Other Pacific Islander",1411,"(+/- 853 )",2323,"(+/- 1521 )",4569,"(+/- 1275 )",2349,"(+/- 2192 )",3560,"(+/- 1124 )",12712,"(+/- 2136 )",6505,"(+/- 1929 )",3357,"(+/- 1837 )",5465,"(+/- 2335 )",5807,"(+/- 1388 )",2912,"(+/- 1293 )",3639,"(+/- 715 )",5241,"(+/- 1565 )",11198,"(+/- 887 )",6764,"(+/- 1584 )",656,"(+/- 370 )",3014,"(+/- 1333 )",962,"(+/- 720 )",3655,"(+/- 1776 )",2037,"(+/- 406 )",225,"(+/- 150 )",1591,"(+/- 671 )",1479,"(+/- 341 )",591,"(+/- 391 )",1693,"(+/- 1169 )",1109,"(+/- 579 )",2165,"(+/- 1562 )",477,"(+/- 397 )",609,"(+/- 591 )",1002,"(+/- 595 )",1163,"(+/- 925 )",3932,"(+/- 2011 )",1213,"(+/- 1069 )",1963,"(+/- 1316 )",1897,"(+/- 1217 )",739,"(+/- 557 )",767,"(+/- 512 )",2357,"(+/- 1083 )",2457,"(+/- 1142 )",2616,"(+/- 1616 )",1976,"(+/- 1323 )",3517,"(+/- 1717 )",3973,"(+/- 2957 )",2468,"(+/- 1341 )",953,"(+/- 913 )",2358,"(+/- 1483 )",2691,"(+/- 1268 )",2713,"(+/- 1513 )",1617,"(+/- 1037 )",1626,"(+/- 1045 )",3737,"(+/- 1814 )",4339,"(+/- 2062 )",3774,"(+/- 1618 )"
People,Race,"Some other race",21341,"(+/- 3851 )",55081,"(+/- 7687 )",50566,"(+/- 6663 )",20488,"(+/- 4096 )",103336,"(+/- 11430 )",97379,"(+/- 8961 )",41804,"(+/- 5786 )",44326,"(+/- 7414 )",81689,"(+/- 9815 )",62878,"(+/- 7765 )",77462,"(+/- 8634 )",61296,"(+/- 6794 )",95386,"(+/- 8975 )",92286,"(+/- 9552 )",75877,"(+/- 7861 )",161577,"(+/- 13165 )",63120,"(+/- 8401 )",40329,"(+/- 7379 )",144391,"(+/- 11887 )",223083,"(+/- 10467 )",126082,"(+/- 11412 )",91615,"(+/- 12218 )",58940,"(+/- 8891 )",55459,"(+/- 6923 )",98274,"(+/- 9956 )",37089,"(+/- 6333 )",98887,"(+/- 11008 )",81737,"(+/- 8631 )",208680,"(+/- 15857 )",103440,"(+/- 9920 )",115965,"(+/- 12027 )",211357,"(+/- 14250 )",28670,"(+/- 5481 )",267956,"(+/- 18576 )",250699,"(+/- 16923 )",113698,"(+/- 7740 )",156827,"(+/- 13179 )",242076,"(+/- 14589 )",81453,"(+/- 9990 )",265630,"(+/- 15689 )",307630,"(+/- 18604 )",160864,"(+/- 14813 )",175811,"(+/- 14144 )",247417,"(+/- 15685 )",45258,"(+/- 8534 )",221533,"(+/- 13650 )",74371,"(+/- 8010 )",54689,"(+/- 8300 )",53500,"(+/- 9173 )",68947,"(+/- 7307 )",110500,"(+/- 9983 )",29091,"(+/- 7718 )",53963,"(+/- 7875 )"
