Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Business,"Total Establishments",Manufacturing,855,X,810,X,880,X,724,X,626,X,911,X,375,X,614,X,733,X
Business,"Total Establishments","Wholesale trade",600,X,746,X,789,X,1012,X,926,X,1026,X,600,X,1120,X,726,X
Business,"Total Establishments","Retail trade",2656,X,2425,X,2099,X,2795,X,2477,X,2861,X,2326,X,2934,X,3763,X
Business,"Total Establishments","Transportation and warehousing",389,X,414,X,342,X,431,X,384,X,448,X,478,X,506,X,477,X
Business,"Total Establishments",Information,237,X,280,X,354,X,421,X,569,X,473,X,464,X,545,X,321,X
Business,"Total Establishments","Finance and insurance",775,X,823,X,696,X,1107,X,1050,X,1064,X,916,X,2054,X,953,X
Business,"Total Establishments","Real estate and rental and leasing",559,X,596,X,600,X,877,X,838,X,690,X,1052,X,1063,X,884,X
Business,"Total Establishments","Professional, scientific, and technical services",1322,X,1706,X,1960,X,2772,X,3194,X,2578,X,2316,X,3756,X,1930,X
Business,"Total Establishments","Management of companies and enterprises",78,X,106,X,104,X,135,X,228,X,144,X,135,X,225,X,112,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",956,X,899,X,1067,X,1269,X,1317,X,1324,X,799,X,1457,X,1598,X
Business,"Total Establishments","Educational services",271,X,339,X,277,X,431,X,447,X,350,X,379,X,378,X,281,X
Business,"Total Establishments","Health care and social assistance",1846,X,1980,X,1830,X,2574,X,2393,X,2125,X,1794,X,2338,X,2156,X
Business,"Total Establishments","Arts, entertainment, and recreation",307,X,270,X,288,X,434,X,387,X,437,X,311,X,415,X,546,X
Business,"Total Establishments","Accommodation and food services",1719,X,1681,X,1518,X,1646,X,1906,X,1903,X,2294,X,2223,X,2558,X
Business,"Total Establishments","Other services (except public administration)",1708,X,1756,X,1672,X,1993,X,2167,X,2172,X,1926,X,2584,X,2062,X
Business,"Total Establishments","Industries not classified",42,X,57,X,53,X,81,X,94,X,55,X,62,X,73,X,63,X

"Source: 2016 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
