Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Less than $10,000",21897,"(+/- 2636 )",30088,"(+/- 2993 )",16835,"(+/- 2275 )",14026,"(+/- 2079 )",27573,"(+/- 2911 )",8660,"(+/- 1699 )",11795,"(+/- 2300 )",29166,"(+/- 2889 )",16368,"(+/- 2021 )",20401,"(+/- 2322 )",12072,"(+/- 1879 )",23677,"(+/- 2349 )",15872,"(+/- 3238 )",15313,"(+/- 2252 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$10,000 to $14,999",13229,"(+/- 2027 )",20064,"(+/- 2356 )",12782,"(+/- 2085 )",9208,"(+/- 1675 )",15714,"(+/- 2249 )",4795,"(+/- 1324 )",5487,"(+/- 1232 )",15097,"(+/- 2140 )",12984,"(+/- 2055 )",15129,"(+/- 2097 )",8300,"(+/- 1600 )",16527,"(+/- 2339 )",9250,"(+/- 2179 )",15045,"(+/- 2548 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$15,000 to $24,999",32392,"(+/- 3032 )",35210,"(+/- 2853 )",27551,"(+/- 3315 )",24490,"(+/- 2671 )",31912,"(+/- 2824 )",15071,"(+/- 1967 )",14733,"(+/- 2232 )",32423,"(+/- 3505 )",25096,"(+/- 2668 )",27052,"(+/- 2477 )",21098,"(+/- 2950 )",32172,"(+/- 2900 )",25301,"(+/- 3143 )",27843,"(+/- 2902 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$25,000 to $34,999",24599,"(+/- 2338 )",29509,"(+/- 2530 )",26781,"(+/- 2836 )",26938,"(+/- 2759 )",31690,"(+/- 3581 )",16196,"(+/- 2813 )",20324,"(+/- 2637 )",28028,"(+/- 2510 )",27251,"(+/- 2888 )",25141,"(+/- 2483 )",20969,"(+/- 2436 )",27845,"(+/- 2685 )",28522,"(+/- 3677 )",30943,"(+/- 2927 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$35,000 to $49,999",41954,"(+/- 3800 )",37448,"(+/- 3289 )",35296,"(+/- 3089 )",36904,"(+/- 3750 )",38548,"(+/- 3134 )",28398,"(+/- 2996 )",33287,"(+/- 3233 )",33265,"(+/- 3171 )",35802,"(+/- 2998 )",33991,"(+/- 3113 )",33739,"(+/- 3851 )",35578,"(+/- 3581 )",40138,"(+/- 3642 )",38358,"(+/- 3925 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$50,000 to $74,999",49571,"(+/- 3899 )",38539,"(+/- 2792 )",48865,"(+/- 3213 )",52905,"(+/- 4334 )",52077,"(+/- 4719 )",46369,"(+/- 3928 )",46225,"(+/- 3788 )",45104,"(+/- 3803 )",51207,"(+/- 3555 )",46074,"(+/- 3222 )",51794,"(+/- 4406 )",42765,"(+/- 3752 )",52893,"(+/- 4691 )",49076,"(+/- 4061 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$75,000 to $99,999",34962,"(+/- 3496 )",22752,"(+/- 2286 )",37411,"(+/- 3081 )",38141,"(+/- 3839 )",29891,"(+/- 2528 )",33387,"(+/- 2897 )",36215,"(+/- 3531 )",28878,"(+/- 2788 )",32379,"(+/- 2662 )",32212,"(+/- 2582 )",41778,"(+/- 3791 )",27384,"(+/- 2815 )",37837,"(+/- 3505 )",32862,"(+/- 3207 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$100,000 to $149,999",35603,"(+/- 3244 )",20901,"(+/- 2460 )",38563,"(+/- 3228 )",37115,"(+/- 3893 )",36407,"(+/- 3337 )",51605,"(+/- 3607 )",45880,"(+/- 3032 )",29658,"(+/- 2691 )",37233,"(+/- 2844 )",34465,"(+/- 2814 )",48090,"(+/- 3932 )",25026,"(+/- 2498 )",36352,"(+/- 3924 )",30386,"(+/- 2767 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$150,000 to $199,000",12515,"(+/- 2185 )",6029,"(+/- 1204 )",15486,"(+/- 1939 )",11962,"(+/- 1676 )",15395,"(+/- 1467 )",30018,"(+/- 2490 )",23429,"(+/- 1981 )",8785,"(+/- 1731 )",12115,"(+/- 1683 )",14088,"(+/- 1911 )",23130,"(+/- 2327 )",9092,"(+/- 1487 )",13020,"(+/- 2307 )",9628,"(+/- 1666 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$200,000 or more",9387,"(+/- 1553 )",5059,"(+/- 1181 )",13348,"(+/- 1985 )",10367,"(+/- 1654 )",24066,"(+/- 2195 )",50420,"(+/- 3091 )",26061,"(+/- 2290 )",7160,"(+/- 1260 )",12918,"(+/- 1861 )",10891,"(+/- 1577 )",25762,"(+/- 2342 )",6417,"(+/- 1249 )",8116,"(+/- 1841 )",6433,"(+/- 1519 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Median household income (dollars)",51223,"(+/- 1253 )",37569,"(+/- 1801 )",58949,"(+/- 2894 )",57349,"(+/- 2392 )",51810,"(+/- 1506 )",92317,"(+/- 3558 )",74868,"(+/- 3348 )",45279,"(+/- 2036 )",56754,"(+/- 2179 )",53479,"(+/- 2207 )",72445,"(+/- 2235 )",43177,"(+/- 2459 )",55682,"(+/- 2240 )",50132,"(+/- 1857 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Mean household income (dollars)",71137,"(+/- 3416 )",53183,"(+/- 1912 )",76636,"(+/- 2652 )",73219,"(+/- 1987 )",85043,"(+/- 3508 )",129721,"(+/- 3758 )",99210,"(+/- 2913 )",61943,"(+/- 2179 )",77043,"(+/- 3020 )",73063,"(+/- 2410 )",101728,"(+/- 3718 )",60550,"(+/- 1974 )",70351,"(+/- 2571 )",65107,"(+/- 2221 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",719235,"(+/- 5663 )",641700,"(+/- 6999 )",729299,"(+/- 9651 )",760698,"(+/- 17246 )",773923,"(+/- 14388 )",754296,"(+/- 12677 )",802029,"(+/- 15474 )",679671,"(+/- 6003 )",749008,"(+/- 6262 )",721618,"(+/- 12986 )",762634,"(+/- 11953 )",692712,"(+/- 5461 )",746515,"(+/- 18203 )",708256,"(+/- 3683 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",617144,"(+/- 7652 )",550782,"(+/- 7971 )",648470,"(+/- 11396 )",644832,"(+/- 17003 )",672480,"(+/- 12839 )",674156,"(+/- 12327 )",667370,"(+/- 15261 )",583960,"(+/- 7853 )",636076,"(+/- 8119 )",647730,"(+/- 12321 )",675050,"(+/- 13097 )",598496,"(+/- 8037 )",646664,"(+/- 19305 )",603208,"(+/- 8149 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",456182,"(+/- 10878 )",353038,"(+/- 10646 )",511168,"(+/- 12165 )",466143,"(+/- 16373 )",485198,"(+/- 12773 )",591137,"(+/- 13172 )",541818,"(+/- 15525 )",434204,"(+/- 13077 )",483200,"(+/- 11079 )",505195,"(+/- 13549 )",572186,"(+/- 13226 )",437054,"(+/- 10467 )",489435,"(+/- 19967 )",448427,"(+/- 11869 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",244932,"(+/- 9503 )",271801,"(+/- 7331 )",224026,"(+/- 9213 )",244055,"(+/- 12705 )",246827,"(+/- 10935 )",143695,"(+/- 7329 )",184010,"(+/- 7833 )",236109,"(+/- 10114 )",258016,"(+/- 7151 )",223357,"(+/- 7251 )",170377,"(+/- 9472 )",239704,"(+/- 7468 )",225480,"(+/- 12241 )",233472,"(+/- 8546 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",102091,"(+/- 6943 )",90918,"(+/- 6180 )",80829,"(+/- 7525 )",115866,"(+/- 8461 )",101443,"(+/- 7765 )",80140,"(+/- 8157 )",134659,"(+/- 10743 )",95711,"(+/- 6664 )",112932,"(+/- 7263 )",73888,"(+/- 6402 )",87584,"(+/- 9352 )",94216,"(+/- 7420 )",99851,"(+/- 9125 )",105048,"(+/- 7251 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",186578,"(+/- 3130 )",173312,"(+/- 4512 )",186489,"(+/- 5210 )",205393,"(+/- 7918 )",177041,"(+/- 7842 )",190125,"(+/- 7794 )",230261,"(+/- 6766 )",179281,"(+/- 4135 )",181260,"(+/- 4037 )",189410,"(+/- 6934 )",188908,"(+/- 5581 )",185978,"(+/- 3753 )",211027,"(+/- 8317 )",185814,"(+/- 2883 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",13562,"(+/- 3084 )",9977,"(+/- 2454 )",10943,"(+/- 3342 )",16811,"(+/- 3739 )",10123,"(+/- 2843 )",12447,"(+/- 3118 )",26808,"(+/- 4209 )",12150,"(+/- 2164 )",16889,"(+/- 3005 )",10855,"(+/- 2357 )",14209,"(+/- 3238 )",12281,"(+/- 2389 )",16477,"(+/- 4166 )",16097,"(+/- 3228 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",12.5,"(+/- 1.3 )",20.1,"(+/- 1.8 )",10.9,"(+/- 1.2 )",11.1,"(+/- 1.5 )",14.7,"(+/- 1.7 )",4.4,"(+/- 0.9 )",7.5,"(+/- 1.2 )",14.6,"(+/- 1.5 )",10.0,"(+/- 1.0 )",10.5,"(+/- 1.2 )",6.5,"(+/- 1.2 )",14.3,"(+/- 1.2 )",10.4,"(+/- 1.5 )",11.1,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",20.0,"(+/- 2.4 )",31.4,"(+/- 2.8 )",16.0,"(+/- 2.3 )",15.7,"(+/- 2.6 )",21.9,"(+/- 3.0 )",6.8,"(+/- 1.5 )",11.0,"(+/- 1.9 )",22.5,"(+/- 2.8 )",15.2,"(+/- 2.1 )",14.8,"(+/- 2.3 )",9.6,"(+/- 2.3 )",22.9,"(+/- 2.2 )",14.3,"(+/- 2.4 )",17.6,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",15.8,"(+/- 5.2 )",30.2,"(+/- 7.8 )",17.5,"(+/- 7.3 )",17.5,"(+/- 6.2 )",18.3,"(+/- 5.3 )",0.9,"(+/- 0.8 )",8.8,"(+/- 4.2 )",17.7,"(+/- 5.8 )",22.3,"(+/- 5.8 )",16.6,"(+/- 5.7 )",10.7,"(+/- 4.8 )",25.0,"(+/- 5.9 )",14.7,"(+/- 6.9 )",14.2,"(+/- 5.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.4,"(+/- 1.1 )",7.5,"(+/- 1.3 )",5.3,"(+/- 1.0 )",6.4,"(+/- 1.4 )",6.5,"(+/- 1.8 )",2.8,"(+/- 0.8 )",5.2,"(+/- 1.2 )",6.6,"(+/- 1.2 )",5.3,"(+/- 0.8 )",4.5,"(+/- 1.0 )",3.9,"(+/- 0.9 )",5.9,"(+/- 1.0 )",4.5,"(+/- 1.3 )",7.8,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.3,"(+/- 1.8 )",9.6,"(+/- 2.2 )",6.7,"(+/- 1.8 )",8.2,"(+/- 2.0 )",7.1,"(+/- 2.8 )",4.2,"(+/- 1.5 )",7.6,"(+/- 2.0 )",7.4,"(+/- 2.1 )",6.4,"(+/- 1.6 )",5.9,"(+/- 1.6 )",5.6,"(+/- 1.8 )",9.2,"(+/- 2.0 )",5.6,"(+/- 2.4 )",12.4,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2.4,"(+/- 2.2 )",9.1,"(+/- 6.3 )",3.9,"(+/- 4.3 )",8.4,"(+/- 5.7 )",5.8,"(+/- 3.9 )",0.3,"(+/- 0.5 )",6.5,"(+/- 3.7 )",3.4,"(+/- 2.8 )",7.5,"(+/- 4.1 )",7.5,"(+/- 4.1 )",7.2,"(+/- 5.8 )",12.0,"(+/- 7.0 )",4.6,"(+/- 4.6 )",11.3,"(+/- 7.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",31.9,"(+/- 4.2 )",40.5,"(+/- 4.0 )",29.5,"(+/- 4.2 )",21.1,"(+/- 3.8 )",27.6,"(+/- 3.3 )",13.6,"(+/- 3.9 )",20.5,"(+/- 4.9 )",36.3,"(+/- 4.1 )",26.8,"(+/- 4.6 )",30.3,"(+/- 4.8 )",20.5,"(+/- 5.3 )",36.8,"(+/- 4.1 )",20.8,"(+/- 3.7 )",28.3,"(+/- 4.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",40.6,"(+/- 5.8 )",50.9,"(+/- 4.6 )",36.9,"(+/- 5.9 )",27.3,"(+/- 5.4 )",36.6,"(+/- 4.4 )",18.1,"(+/- 5.9 )",27.0,"(+/- 6.5 )",48.0,"(+/- 6.0 )",40.0,"(+/- 6.7 )",34.7,"(+/- 7.0 )",25.2,"(+/- 7.1 )",46.5,"(+/- 5.2 )",26.3,"(+/- 5.0 )",37.9,"(+/- 7.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",38.2,"(+/- 18.8 )",46.6,"(+/- 14.7 )",41.0,"(+/- 14.9 )",32.6,"(+/- 12.9 )",32.4,"(+/- 10.5 )",6.1,"(+/- 7.9 )",26.6,"(+/- 20.8 )",46.5,"(+/- 14.1 )",67.3,"(+/- 14.6 )",48.2,"(+/- 16.4 )",26.1,"(+/- 15.9 )",46.5,"(+/- 11.4 )",34.8,"(+/- 17.4 )",40.2,"(+/- 15.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",16.6,"(+/- 1.3 )",25.0,"(+/- 1.6 )",14.1,"(+/- 1.2 )",14.2,"(+/- 1.6 )",19.2,"(+/- 1.9 )",7.2,"(+/- 1.0 )",10.0,"(+/- 1.3 )",19.7,"(+/- 1.5 )",13.4,"(+/- 1.1 )",15.7,"(+/- 1.3 )",9.8,"(+/- 1.2 )",19.7,"(+/- 1.3 )",12.8,"(+/- 1.5 )",14.7,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",24.6,"(+/- 3.3 )",37.4,"(+/- 3.3 )",19.9,"(+/- 2.5 )",21.9,"(+/- 3.8 )",30.0,"(+/- 4.6 )",10.1,"(+/- 2.3 )",14.4,"(+/- 2.3 )",27.2,"(+/- 3.4 )",19.3,"(+/- 2.6 )",17.1,"(+/- 2.9 )",11.9,"(+/- 2.6 )",26.9,"(+/- 2.6 )",16.6,"(+/- 2.8 )",21.3,"(+/- 3.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",24.3,"(+/- 3.3 )",37.1,"(+/- 3.3 )",19.5,"(+/- 2.5 )",21.6,"(+/- 3.8 )",30.0,"(+/- 4.6 )",10.0,"(+/- 2.3 )",14.3,"(+/- 2.3 )",27.0,"(+/- 3.5 )",18.9,"(+/- 2.7 )",17.0,"(+/- 2.9 )",11.5,"(+/- 2.6 )",26.7,"(+/- 2.6 )",16.4,"(+/- 2.8 )",20.7,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",25.9,"(+/- 4.9 )",41.6,"(+/- 5.7 )",24.4,"(+/- 4.1 )",22.2,"(+/- 5.3 )",33.4,"(+/- 6.6 )",10.1,"(+/- 2.8 )",13.3,"(+/- 3.4 )",25.3,"(+/- 4.0 )",27.0,"(+/- 4.2 )",22.1,"(+/- 5.0 )",14.2,"(+/- 4.5 )",33.6,"(+/- 5.2 )",17.4,"(+/- 5.0 )",19.7,"(+/- 4.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",23.7,"(+/- 3.5 )",35.4,"(+/- 3.6 )",17.9,"(+/- 2.8 )",21.4,"(+/- 4.1 )",28.5,"(+/- 5.0 )",10.0,"(+/- 2.5 )",14.6,"(+/- 2.5 )",27.6,"(+/- 3.8 )",16.1,"(+/- 2.8 )",15.4,"(+/- 2.9 )",10.6,"(+/- 2.4 )",24.2,"(+/- 2.7 )",16.0,"(+/- 3.2 )",21.0,"(+/- 3.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.0,"(+/- 1.0 )",20.8,"(+/- 1.4 )",12.3,"(+/- 1.0 )",11.7,"(+/- 1.2 )",16.2,"(+/- 1.3 )",6.3,"(+/- 0.8 )",8.4,"(+/- 1.1 )",17.4,"(+/- 1.2 )",11.7,"(+/- 0.9 )",15.2,"(+/- 1.1 )",9.2,"(+/- 1.0 )",17.4,"(+/- 1.2 )",11.5,"(+/- 1.4 )",12.5,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.2,"(+/- 1.4 )",16.5,"(+/- 2.2 )",7.8,"(+/- 1.5 )",8.3,"(+/- 1.9 )",13.3,"(+/- 2.1 )",6.5,"(+/- 1.5 )",6.9,"(+/- 1.6 )",12.8,"(+/- 1.8 )",9.5,"(+/- 1.3 )",9.5,"(+/- 1.3 )",7.9,"(+/- 1.7 )",11.7,"(+/- 1.7 )",11.9,"(+/- 3.1 )",9.9,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",14.3,"(+/- 1.6 )",22.7,"(+/- 1.9 )",12.2,"(+/- 1.3 )",13.0,"(+/- 1.9 )",17.3,"(+/- 2.4 )",5.7,"(+/- 1.1 )",8.8,"(+/- 1.4 )",16.3,"(+/- 1.8 )",11.3,"(+/- 1.3 )",11.4,"(+/- 1.4 )",7.4,"(+/- 1.4 )",16.0,"(+/- 1.4 )",10.9,"(+/- 1.6 )",12.6,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",26.2,"(+/- 2.3 )",34.5,"(+/- 2.8 )",24.0,"(+/- 2.5 )",20.7,"(+/- 2.0 )",23.5,"(+/- 1.7 )",13.8,"(+/- 1.9 )",19.5,"(+/- 3.4 )",35.5,"(+/- 2.8 )",25.8,"(+/- 2.9 )",38.2,"(+/- 2.7 )",20.1,"(+/- 2.5 )",36.4,"(+/- 2.5 )",22.9,"(+/- 3.3 )",26.7,"(+/- 2.7 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",190237,"(+/- 6565 )",182335,"(+/- 6347 )",185242,"(+/- 5686 )",213485,"(+/- 8851 )",208072,"(+/- 7521 )",193319,"(+/- 7825 )",228521,"(+/- 8891 )",178144,"(+/- 5374 )",173399,"(+/- 5378 )",212306,"(+/- 8451 )",209202,"(+/- 7963 )",197679,"(+/- 5458 )",208587,"(+/- 9089 )",168071,"(+/- 5029 )"
Education,"School Enrollment","Nursery school, preschool",11380,"(+/- 1673 )",12562,"(+/- 1695 )",10921,"(+/- 1846 )",13613,"(+/- 2719 )",10864,"(+/- 1825 )",16506,"(+/- 2287 )",16624,"(+/- 2809 )",10879,"(+/- 1964 )",10209,"(+/- 1966 )",12103,"(+/- 1927 )",12116,"(+/- 1961 )",11946,"(+/- 2307 )",17012,"(+/- 3003 )",8430,"(+/- 1531 )"
Education,"School Enrollment",Kindergarten,9311,"(+/- 1733 )",10010,"(+/- 1939 )",8896,"(+/- 1927 )",11860,"(+/- 1934 )",9488,"(+/- 1888 )",11127,"(+/- 1990 )",12715,"(+/- 2205 )",8534,"(+/- 1594 )",6444,"(+/- 1210 )",9650,"(+/- 2033 )",8726,"(+/- 1887 )",9526,"(+/- 1970 )",10820,"(+/- 2428 )",8017,"(+/- 1571 )"
Education,"School Enrollment","Elementary school (grades 1-8)",76759,"(+/- 2798 )",72366,"(+/- 3202 )",82915,"(+/- 3766 )",89197,"(+/- 5067 )",73546,"(+/- 5141 )",83878,"(+/- 4909 )",100099,"(+/- 4851 )",79240,"(+/- 2880 )",78308,"(+/- 3085 )",82975,"(+/- 5301 )",80816,"(+/- 4218 )",76937,"(+/- 3550 )",90872,"(+/- 5946 )",82088,"(+/- 3480 )"
Education,"School Enrollment","High school (grades 9-12)",38913,"(+/- 2897 )",37963,"(+/- 2899 )",43366,"(+/- 2885 )",48052,"(+/- 3828 )",34374,"(+/- 3570 )",42380,"(+/- 3818 )",52569,"(+/- 3783 )",37886,"(+/- 2565 )",42255,"(+/- 2507 )",40989,"(+/- 3531 )",49411,"(+/- 3597 )",40813,"(+/- 3182 )",48774,"(+/- 4276 )",38519,"(+/- 2841 )"
Education,"School Enrollment","College or graduate school",53874,"(+/- 5040 )",49434,"(+/- 3567 )",39144,"(+/- 3714 )",50763,"(+/- 5345 )",79800,"(+/- 4697 )",39428,"(+/- 3886 )",46514,"(+/- 4742 )",41605,"(+/- 3410 )",36183,"(+/- 3651 )",66589,"(+/- 4041 )",58133,"(+/- 5915 )",58457,"(+/- 4501 )",41109,"(+/- 4741 )",31017,"(+/- 3090 )"
Education,"Educational Attainment","Population 25 years and over",492852,"(+/- 3426 )",440613,"(+/- 5687 )",494276,"(+/- 5867 )",502841,"(+/- 10858 )",518736,"(+/- 10577 )",522462,"(+/- 8503 )",520097,"(+/- 8929 )",464943,"(+/- 4983 )",517077,"(+/- 4231 )",472944,"(+/- 7223 )",517233,"(+/- 8150 )",466168,"(+/- 4592 )",490356,"(+/- 12018 )",475428,"(+/- 3107 )"
Education,"Educational Attainment","Less than 9th grade",15995,"(+/- 2263 )",22168,"(+/- 2357 )",16448,"(+/- 2442 )",25722,"(+/- 4033 )",19203,"(+/- 2887 )",18178,"(+/- 3065 )",28356,"(+/- 4007 )",20626,"(+/- 2542 )",35780,"(+/- 3644 )",16499,"(+/- 1857 )",17915,"(+/- 3225 )",24494,"(+/- 3337 )",19403,"(+/- 3135 )",32238,"(+/- 3336 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",45082,"(+/- 3474 )",48410,"(+/- 3480 )",43724,"(+/- 4079 )",34975,"(+/- 3932 )",40077,"(+/- 3985 )",12156,"(+/- 2478 )",27119,"(+/- 2874 )",49559,"(+/- 3837 )",55465,"(+/- 4339 )",43806,"(+/- 4365 )",27012,"(+/- 3856 )",53099,"(+/- 3593 )",38569,"(+/- 4658 )",61358,"(+/- 4572 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",144540,"(+/- 5769 )",154443,"(+/- 6226 )",147630,"(+/- 6581 )",132482,"(+/- 6943 )",126464,"(+/- 6083 )",67567,"(+/- 6257 )",111004,"(+/- 7533 )",156301,"(+/- 6562 )",162283,"(+/- 7959 )",163249,"(+/- 6612 )",109684,"(+/- 6573 )",152042,"(+/- 6339 )",144008,"(+/- 8745 )",164804,"(+/- 5611 )"
Education,"Educational Attainment","Some college, no degree",119158,"(+/- 5616 )",104974,"(+/- 5583 )",112278,"(+/- 5764 )",112820,"(+/- 5366 )",89329,"(+/- 5657 )",71288,"(+/- 5009 )",84768,"(+/- 5629 )",91012,"(+/- 5156 )",103918,"(+/- 5024 )",89403,"(+/- 4767 )",110872,"(+/- 6404 )",91772,"(+/- 5826 )",110955,"(+/- 7978 )",101500,"(+/- 5307 )"
Education,"Educational Attainment","Associate's degree",43958,"(+/- 4147 )",35001,"(+/- 3680 )",37766,"(+/- 3714 )",42383,"(+/- 3951 )",31243,"(+/- 3950 )",29286,"(+/- 3346 )",47517,"(+/- 4553 )",40705,"(+/- 3523 )",37489,"(+/- 3119 )",36190,"(+/- 3379 )",37871,"(+/- 4035 )",44758,"(+/- 3880 )",42186,"(+/- 4529 )",34211,"(+/- 3461 )"
Education,"Educational Attainment","Bachelor's degree",74860,"(+/- 4772 )",45276,"(+/- 3604 )",89249,"(+/- 5184 )",91964,"(+/- 5253 )",120915,"(+/- 6027 )",199812,"(+/- 7409 )",147299,"(+/- 6122 )",62174,"(+/- 5074 )",75395,"(+/- 4412 )",72931,"(+/- 4338 )",137929,"(+/- 6301 )",61046,"(+/- 4669 )",82991,"(+/- 6433 )",49770,"(+/- 3937 )"
Education,"Educational Attainment","Graduate or professional degree",49259,"(+/- 3943 )",30341,"(+/- 2912 )",47181,"(+/- 4102 )",62495,"(+/- 4067 )",91505,"(+/- 5091 )",124175,"(+/- 6052 )",74034,"(+/- 4306 )",44566,"(+/- 3516 )",46747,"(+/- 3334 )",50866,"(+/- 3466 )",75950,"(+/- 5543 )",38957,"(+/- 3938 )",52244,"(+/- 5591 )",31547,"(+/- 3106 )"
Education,"Educational Attainment","Percent high school graduate or higher",87.6,"(+/- 0.9 )",84.0,"(+/- 0.9 )",87.8,"(+/- 1.0 )",87.9,"(+/- 1.1 )",88.6,"(+/- 0.9 )",94.2,"(+/- 0.7 )",89.3,"(+/- 0.9 )",84.9,"(+/- 0.9 )",82.4,"(+/- 1.1 )",87.2,"(+/- 0.9 )",91.3,"(+/- 0.9 )",83.4,"(+/- 1.0 )",88.2,"(+/- 0.9 )",80.3,"(+/- 1.2 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",25.2,"(+/- 1.3 )",17.2,"(+/- 1.1 )",27.6,"(+/- 1.3 )",30.7,"(+/- 1.2 )",40.9,"(+/- 1.2 )",62.0,"(+/- 1.4 )",42.6,"(+/- 1.5 )",23.0,"(+/- 1.3 )",23.6,"(+/- 1.1 )",26.2,"(+/- 1.0 )",41.4,"(+/- 1.4 )",21.5,"(+/- 1.2 )",27.6,"(+/- 1.7 )",17.1,"(+/- 1.1 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

