Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
Housing,Value,"Less than $50,000",6054,"(+/- 1211 )",14024,"(+/- 1593 )",5383,"(+/- 991 )",3179,"(+/- 793 )",1685,"(+/- 513 )",2001,"(+/- 555 )",4456,"(+/- 1080 )",4869,"(+/- 1064 )",2603,"(+/- 668 )",5657,"(+/- 1181 )",3927,"(+/- 996 )",27709,"(+/- 1990 )",21278,"(+/- 1826 )",3297,"(+/- 856 )",37390,"(+/- 2053 )",11831,"(+/- 1416 )",25674,"(+/- 1823 )",15290,"(+/- 1243 )"
Housing,Value,"$50,000 to $99,999",18149,"(+/- 2274 )",34934,"(+/- 2638 )",8383,"(+/- 1465 )",4601,"(+/- 1199 )",2349,"(+/- 615 )",4539,"(+/- 1061 )",8379,"(+/- 1244 )",8503,"(+/- 1456 )",3792,"(+/- 826 )",12769,"(+/- 1547 )",11838,"(+/- 1536 )",55234,"(+/- 3217 )",49617,"(+/- 2935 )",5795,"(+/- 1365 )",64846,"(+/- 2699 )",45469,"(+/- 2175 )",68468,"(+/- 3549 )",44038,"(+/- 2361 )"
Housing,Value,"$100,000 to $149,999",29354,"(+/- 2668 )",39365,"(+/- 3267 )",22048,"(+/- 2085 )",9958,"(+/- 1323 )",6253,"(+/- 1341 )",12353,"(+/- 1743 )",13487,"(+/- 1811 )",20317,"(+/- 1887 )",8864,"(+/- 1225 )",22377,"(+/- 2621 )",25855,"(+/- 2365 )",36338,"(+/- 2345 )",38580,"(+/- 2611 )",19502,"(+/- 1580 )",37405,"(+/- 2419 )",50239,"(+/- 2537 )",45035,"(+/- 2632 )",46057,"(+/- 2748 )"
Housing,Value,"$150,000 to $199,999",35063,"(+/- 2608 )",31230,"(+/- 2401 )",31956,"(+/- 2609 )",20682,"(+/- 1997 )",14791,"(+/- 1673 )",19131,"(+/- 2022 )",14009,"(+/- 1846 )",33791,"(+/- 2510 )",13778,"(+/- 1871 )",25175,"(+/- 2176 )",38740,"(+/- 2559 )",28795,"(+/- 2408 )",27590,"(+/- 2105 )",31780,"(+/- 2566 )",29052,"(+/- 1965 )",38121,"(+/- 2365 )",23694,"(+/- 1736 )",42469,"(+/- 2375 )"
Housing,Value,"$200,000 to $299,999",39585,"(+/- 2901 )",23003,"(+/- 2150 )",59416,"(+/- 2733 )",33450,"(+/- 2702 )",40419,"(+/- 2626 )",53383,"(+/- 2785 )",25834,"(+/- 2729 )",57055,"(+/- 3211 )",38535,"(+/- 3213 )",30617,"(+/- 2237 )",50448,"(+/- 3004 )",24274,"(+/- 1921 )",28963,"(+/- 2344 )",68922,"(+/- 3752 )",25754,"(+/- 1937 )",31598,"(+/- 2366 )",18123,"(+/- 1868 )",39551,"(+/- 2292 )"
Housing,Value,"$300,000 to $499,999",23324,"(+/- 2038 )",8620,"(+/- 1446 )",40291,"(+/- 2091 )",25208,"(+/- 1987 )",55214,"(+/- 2991 )",74642,"(+/- 3478 )",27748,"(+/- 2519 )",37627,"(+/- 2420 )",64612,"(+/- 3078 )",38665,"(+/- 2291 )",37522,"(+/- 2311 )",9849,"(+/- 1226 )",13181,"(+/- 1355 )",67516,"(+/- 3784 )",11422,"(+/- 1380 )",12428,"(+/- 1475 )",6678,"(+/- 952 )",18134,"(+/- 1886 )"
Housing,Value,"$500,000 to $999,999",5330,"(+/- 947 )",1990,"(+/- 824 )",11082,"(+/- 1354 )",8642,"(+/- 1239 )",33258,"(+/- 2038 )",36590,"(+/- 2327 )",19576,"(+/- 2764 )",8034,"(+/- 1238 )",33183,"(+/- 2416 )",31716,"(+/- 1993 )",9692,"(+/- 1188 )",1587,"(+/- 595 )",3346,"(+/- 765 )",15800,"(+/- 1608 )",2146,"(+/- 660 )",3587,"(+/- 887 )",2146,"(+/- 595 )",4986,"(+/- 981 )"
Housing,Value,"$1,000,000 or more",1261,"(+/- 508 )",672,"(+/- 292 )",1755,"(+/- 571 )",723,"(+/- 356 )",10954,"(+/- 1307 )",6058,"(+/- 1026 )",6554,"(+/- 1330 )",769,"(+/- 483 )",9518,"(+/- 1115 )",9763,"(+/- 1081 )",1500,"(+/- 577 )",1043,"(+/- 446 )",1047,"(+/- 462 )",1469,"(+/- 642 )",891,"(+/- 394 )",844,"(+/- 346 )",1124,"(+/- 509 )",741,"(+/- 339 )"
Housing,Value,"Median (dollars)",184100,"(+/- 4604 )",133900,"(+/- 3550 )",231300,"(+/- 3163 )",247400,"(+/- 6618 )",351100,"(+/- 6328 )",327000,"(+/- 5163 )",273500,"(+/- 10522 )",228900,"(+/- 4201 )",347500,"(+/- 6087 )",270600,"(+/- 9739 )",216200,"(+/- 4460 )",112100,"(+/- 3287 )",123000,"(+/- 2745 )",264800,"(+/- 5387 )",102600,"(+/- 3321 )",139000,"(+/- 2617 )",101300,"(+/- 2670 )",150200,"(+/- 3033 )"
Housing,"Mortgage Status","Owner-occupied units",158120,"(+/- 4890 )",153838,"(+/- 5004 )",180314,"(+/- 5149 )",106443,"(+/- 4339 )",164923,"(+/- 4675 )",208697,"(+/- 4467 )",120043,"(+/- 4733 )",170965,"(+/- 4795 )",174885,"(+/- 4906 )",176739,"(+/- 4127 )",179522,"(+/- 4594 )",184829,"(+/- 3866 )",183602,"(+/- 4115 )",214081,"(+/- 3836 )",208906,"(+/- 3472 )",194117,"(+/- 3843 )",190942,"(+/- 4227 )",211266,"(+/- 3941 )"
Housing,"Mortgage Status","Housing units with a mortgage",102135,"(+/- 4870 )",92546,"(+/- 4607 )",113753,"(+/- 4648 )",69434,"(+/- 3537 )",109111,"(+/- 4136 )",145179,"(+/- 3961 )",79635,"(+/- 4235 )",115345,"(+/- 3895 )",109444,"(+/- 3732 )",114069,"(+/- 3486 )",130713,"(+/- 4167 )",103540,"(+/- 4411 )",106520,"(+/- 3639 )",155930,"(+/- 4443 )",106747,"(+/- 3520 )",119683,"(+/- 3747 )",111320,"(+/- 3314 )",122335,"(+/- 3739 )"
Housing,"Mortgage Status","Housing units without a mortgage",55985,"(+/- 3157 )",61292,"(+/- 3662 )",66561,"(+/- 3955 )",37009,"(+/- 2919 )",55812,"(+/- 2875 )",63518,"(+/- 2957 )",40408,"(+/- 2911 )",55620,"(+/- 3431 )",65441,"(+/- 3400 )",62670,"(+/- 3032 )",48809,"(+/- 3498 )",81289,"(+/- 3545 )",77082,"(+/- 3196 )",58151,"(+/- 2972 )",102159,"(+/- 3098 )",74434,"(+/- 2906 )",79622,"(+/- 2835 )",88931,"(+/- 3343 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",102135,"(+/- 4870 )",92546,"(+/- 4607 )",113753,"(+/- 4648 )",69434,"(+/- 3537 )",109111,"(+/- 4136 )",145179,"(+/- 3961 )",79635,"(+/- 4235 )",115345,"(+/- 3895 )",109444,"(+/- 3732 )",114069,"(+/- 3486 )",130713,"(+/- 4167 )",103540,"(+/- 4411 )",106520,"(+/- 3639 )",155930,"(+/- 4443 )",106747,"(+/- 3520 )",119683,"(+/- 3747 )",111320,"(+/- 3314 )",122335,"(+/- 3739 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",441,"(+/- 265 )",776,"(+/- 416 )",245,"(+/- 202 )",525,"(+/- 420 )",43,"(+/- 72 )",179,"(+/- 150 )",151,"(+/- 128 )",345,"(+/- 281 )",214,"(+/- 166 )",560,"(+/- 349 )",423,"(+/- 307 )",3428,"(+/- 954 )",2526,"(+/- 655 )",200,"(+/- 263 )",4945,"(+/- 875 )",1784,"(+/- 539 )",2398,"(+/- 577 )",2056,"(+/- 495 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",10978,"(+/- 1647 )",14275,"(+/- 1809 )",10277,"(+/- 1550 )",4061,"(+/- 864 )",3343,"(+/- 826 )",5485,"(+/- 1153 )",5080,"(+/- 983 )",8544,"(+/- 1555 )",4429,"(+/- 987 )",8071,"(+/- 1229 )",14018,"(+/- 1889 )",38522,"(+/- 3021 )",41608,"(+/- 2553 )",7174,"(+/- 1293 )",44866,"(+/- 2260 )",31594,"(+/- 2038 )",53913,"(+/- 2836 )",37468,"(+/- 2322 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",36093,"(+/- 3028 )",37163,"(+/- 2843 )",28656,"(+/- 2606 )",16964,"(+/- 2046 )",15038,"(+/- 1719 )",21993,"(+/- 2179 )",15292,"(+/- 2142 )",32736,"(+/- 2383 )",17725,"(+/- 1868 )",24546,"(+/- 2549 )",35435,"(+/- 3271 )",34450,"(+/- 2858 )",32979,"(+/- 1917 )",30053,"(+/- 2843 )",32806,"(+/- 2202 )",47243,"(+/- 2725 )",35969,"(+/- 2098 )",40966,"(+/- 2588 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",29267,"(+/- 2663 )",23332,"(+/- 2337 )",35600,"(+/- 2562 )",21324,"(+/- 2008 )",23798,"(+/- 2106 )",32723,"(+/- 2362 )",20387,"(+/- 2799 )",35542,"(+/- 2797 )",25291,"(+/- 2841 )",24425,"(+/- 1973 )",35895,"(+/- 2978 )",16997,"(+/- 1826 )",15555,"(+/- 1759 )",38044,"(+/- 3392 )",14817,"(+/- 1715 )",23237,"(+/- 2121 )",11620,"(+/- 1421 )",20968,"(+/- 2152 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",13097,"(+/- 1598 )",11080,"(+/- 1665 )",17973,"(+/- 1849 )",14983,"(+/- 1778 )",21317,"(+/- 2117 )",30134,"(+/- 2372 )",12483,"(+/- 1830 )",20545,"(+/- 1851 )",22167,"(+/- 1733 )",16891,"(+/- 1658 )",21393,"(+/- 2366 )",5343,"(+/- 1027 )",7851,"(+/- 1266 )",33725,"(+/- 3101 )",5265,"(+/- 870 )",10142,"(+/- 1515 )",4308,"(+/- 864 )",11260,"(+/- 1515 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",5948,"(+/- 920 )",3665,"(+/- 841 )",8897,"(+/- 1306 )",6094,"(+/- 1153 )",16243,"(+/- 1952 )",19618,"(+/- 1827 )",9509,"(+/- 1425 )",9132,"(+/- 1588 )",14538,"(+/- 1729 )",12236,"(+/- 1456 )",11948,"(+/- 2171 )",2881,"(+/- 831 )",2513,"(+/- 578 )",20815,"(+/- 2236 )",2165,"(+/- 704 )",3792,"(+/- 939 )",1857,"(+/- 471 )",4842,"(+/- 1204 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",6311,"(+/- 1335 )",2255,"(+/- 702 )",12105,"(+/- 1528 )",5483,"(+/- 921 )",29329,"(+/- 2437 )",35047,"(+/- 2647 )",16733,"(+/- 1624 )",8501,"(+/- 1322 )",25080,"(+/- 1682 )",27340,"(+/- 1772 )",11601,"(+/- 1468 )",1919,"(+/- 563 )",3488,"(+/- 800 )",25919,"(+/- 2173 )",1883,"(+/- 612 )",1891,"(+/- 562 )",1255,"(+/- 411 )",4775,"(+/- 1073 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1553,"(+/- 36 )",1422,"(+/- 27 )",1732,"(+/- 29 )",1777,"(+/- 48 )",2289,"(+/- 45 )",2203,"(+/- 44 )",1972,"(+/- 55 )",1704,"(+/- 29 )",2159,"(+/- 51 )",1986,"(+/- 47 )",1694,"(+/- 32 )",1123,"(+/- 25 )",1126,"(+/- 29 )",2037,"(+/- 52 )",1048,"(+/- 22 )",1252,"(+/- 26 )",995,"(+/- 18 )",1245,"(+/- 29 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",55985,"(+/- 3157 )",61292,"(+/- 3662 )",66561,"(+/- 3955 )",37009,"(+/- 2919 )",55812,"(+/- 2875 )",63518,"(+/- 2957 )",40408,"(+/- 2911 )",55620,"(+/- 3431 )",65441,"(+/- 3400 )",62670,"(+/- 3032 )",48809,"(+/- 3498 )",81289,"(+/- 3545 )",77082,"(+/- 3196 )",58151,"(+/- 2972 )",102159,"(+/- 3098 )",74434,"(+/- 2906 )",79622,"(+/- 2835 )",88931,"(+/- 3343 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",1977,"(+/- 612 )",2971,"(+/- 670 )",1601,"(+/- 559 )",947,"(+/- 425 )",1092,"(+/- 432 )",1015,"(+/- 376 )",1512,"(+/- 466 )",1460,"(+/- 633 )",1937,"(+/- 622 )",2221,"(+/- 605 )",829,"(+/- 437 )",8994,"(+/- 1112 )",9739,"(+/- 1556 )",661,"(+/- 412 )",16270,"(+/- 1665 )",3872,"(+/- 661 )",9295,"(+/- 1160 )",6960,"(+/- 1041 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",5314,"(+/- 1000 )",9430,"(+/- 1296 )",4950,"(+/- 919 )",2256,"(+/- 738 )",2591,"(+/- 749 )",1885,"(+/- 654 )",3995,"(+/- 938 )",3170,"(+/- 856 )",1746,"(+/- 526 )",2141,"(+/- 525 )",4061,"(+/- 955 )",22970,"(+/- 2066 )",19363,"(+/- 1796 )",2113,"(+/- 597 )",30364,"(+/- 1779 )",16079,"(+/- 1588 )",23250,"(+/- 1613 )",19266,"(+/- 1451 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",15443,"(+/- 1976 )",20827,"(+/- 2018 )",18631,"(+/- 2125 )",9254,"(+/- 1169 )",9350,"(+/- 1433 )",8889,"(+/- 1419 )",9006,"(+/- 1380 )",11709,"(+/- 1477 )",8054,"(+/- 1451 )",11466,"(+/- 1514 )",13393,"(+/- 1837 )",28817,"(+/- 2363 )",26163,"(+/- 2002 )",10165,"(+/- 1562 )",31856,"(+/- 2197 )",26797,"(+/- 1883 )",26863,"(+/- 2154 )",29100,"(+/- 2337 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",17377,"(+/- 1954 )",15126,"(+/- 1801 )",20282,"(+/- 2022 )",13609,"(+/- 1849 )",15698,"(+/- 1783 )",15786,"(+/- 1799 )",6522,"(+/- 1118 )",18866,"(+/- 2324 )",12977,"(+/- 1709 )",12211,"(+/- 1542 )",12854,"(+/- 1553 )",12166,"(+/- 1675 )",12468,"(+/- 1658 )",15153,"(+/- 1788 )",15968,"(+/- 1594 )",16893,"(+/- 1775 )",12853,"(+/- 1266 )",19261,"(+/- 1412 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",8461,"(+/- 1300 )",8203,"(+/- 1259 )",11176,"(+/- 1595 )",5798,"(+/- 946 )",10896,"(+/- 1433 )",12245,"(+/- 1674 )",4344,"(+/- 961 )",11505,"(+/- 1641 )",16006,"(+/- 1794 )",8762,"(+/- 1237 )",8450,"(+/- 1178 )",5714,"(+/- 1097 )",5523,"(+/- 1032 )",10780,"(+/- 1689 )",4630,"(+/- 841 )",5492,"(+/- 955 )",3756,"(+/- 728 )",8459,"(+/- 1267 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",7413,"(+/- 1186 )",4735,"(+/- 1178 )",9921,"(+/- 1322 )",5145,"(+/- 1065 )",16185,"(+/- 1631 )",23698,"(+/- 1853 )",15029,"(+/- 2186 )",8910,"(+/- 1557 )",24721,"(+/- 1927 )",25869,"(+/- 2242 )",9222,"(+/- 1497 )",2628,"(+/- 853 )",3826,"(+/- 729 )",19279,"(+/- 2571 )",3071,"(+/- 831 )",5301,"(+/- 986 )",3605,"(+/- 686 )",5885,"(+/- 1059 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",658,"(+/- 16 )",577,"(+/- 13 )",675,"(+/- 16 )",678,"(+/- 14 )",791,"(+/- 22 )",869,"(+/- 27 )",776,"(+/- 48 )",724,"(+/- 16 )",894,"(+/- 22 )",865,"(+/- 31 )",691,"(+/- 24 )",455,"(+/- 13 )",467,"(+/- 14 )",817,"(+/- 38 )",426,"(+/- 10 )",525,"(+/- 14 )",445,"(+/- 10 )",527,"(+/- 11 )"
Housing,"Gross Rent","Occupied units paying rent",106933,"(+/- 5339 )",96716,"(+/- 5044 )",62374,"(+/- 3703 )",112045,"(+/- 4851 )",129828,"(+/- 5030 )",51575,"(+/- 3876 )",164485,"(+/- 5896 )",80503,"(+/- 4101 )",110450,"(+/- 4454 )",73022,"(+/- 3472 )",66979,"(+/- 3740 )",84481,"(+/- 3785 )",94637,"(+/- 4376 )",45029,"(+/- 3562 )",61315,"(+/- 3300 )",69966,"(+/- 3535 )",85321,"(+/- 3533 )",62764,"(+/- 3408 )"
Housing,"Gross Rent","Less than $500",13580,"(+/- 1948 )",10090,"(+/- 1223 )",3029,"(+/- 829 )",5457,"(+/- 1419 )",4821,"(+/- 1204 )",1535,"(+/- 558 )",23053,"(+/- 2254 )",3501,"(+/- 1011 )",8260,"(+/- 1625 )",4296,"(+/- 1093 )",3882,"(+/- 1057 )",18606,"(+/- 2018 )",13182,"(+/- 1867 )",1709,"(+/- 508 )",16071,"(+/- 1711 )",10084,"(+/- 1559 )",20738,"(+/- 2263 )",9780,"(+/- 1165 )"
Housing,"Gross Rent","$500 to $999",45833,"(+/- 3262 )",46292,"(+/- 3962 )",28426,"(+/- 2683 )",50747,"(+/- 3920 )",31294,"(+/- 2769 )",11404,"(+/- 1806 )",46948,"(+/- 2926 )",22500,"(+/- 2591 )",35589,"(+/- 3420 )",23656,"(+/- 2663 )",17533,"(+/- 2437 )",47985,"(+/- 3019 )",59037,"(+/- 3472 )",13183,"(+/- 1847 )",38369,"(+/- 2970 )",39261,"(+/- 2848 )",52958,"(+/- 2957 )",38254,"(+/- 3011 )"
Housing,"Gross Rent","$1,000 to $1,499",33701,"(+/- 3501 )",27197,"(+/- 2858 )",22030,"(+/- 2247 )",41007,"(+/- 2783 )",44752,"(+/- 3694 )",20450,"(+/- 2612 )",40666,"(+/- 3664 )",37620,"(+/- 2945 )",40463,"(+/- 3088 )",24721,"(+/- 2365 )",26919,"(+/- 2351 )",14519,"(+/- 2296 )",15164,"(+/- 1893 )",17520,"(+/- 2245 )",5582,"(+/- 1190 )",14563,"(+/- 1714 )",10163,"(+/- 1483 )",10827,"(+/- 1920 )"
Housing,"Gross Rent","$1,500 to $1,999",9905,"(+/- 1953 )",9580,"(+/- 1883 )",6403,"(+/- 1569 )",11363,"(+/- 1445 )",27056,"(+/- 2640 )",11647,"(+/- 1738 )",28563,"(+/- 3120 )",13930,"(+/- 2104 )",17624,"(+/- 2162 )",12515,"(+/- 1788 )",13729,"(+/- 2056 )",2598,"(+/- 829 )",3884,"(+/- 1071 )",9222,"(+/- 1689 )",782,"(+/- 498 )",4176,"(+/- 1149 )",697,"(+/- 388 )",2131,"(+/- 676 )"
Housing,"Gross Rent","$2,000 to $2,499",2796,"(+/- 879 )",3078,"(+/- 945 )",1593,"(+/- 544 )",2683,"(+/- 729 )",13543,"(+/- 1557 )",4171,"(+/- 976 )",14913,"(+/- 2074 )",2293,"(+/- 655 )",5067,"(+/- 1061 )",4973,"(+/- 1109 )",2905,"(+/- 939 )",487,"(+/- 316 )",2505,"(+/- 1002 )",2217,"(+/- 995 )",43,"(+/- 51 )",1513,"(+/- 685 )",415,"(+/- 318 )",591,"(+/- 373 )"
Housing,"Gross Rent","$2,500 to $2,999",834,"(+/- 466 )",339,"(+/- 254 )",407,"(+/- 340 )",497,"(+/- 269 )",4877,"(+/- 884 )",1363,"(+/- 485 )",6289,"(+/- 1417 )",219,"(+/- 181 )",1828,"(+/- 632 )",1329,"(+/- 555 )",1205,"(+/- 574 )",54,"(+/- 69 )",412,"(+/- 355 )",642,"(+/- 309 )",374,"(+/- 288 )",0,"(+/- 190 )",84,"(+/- 134 )",487,"(+/- 318 )"
Housing,"Gross Rent","$3,000 or more",284,"(+/- 244 )",140,"(+/- 207 )",486,"(+/- 481 )",291,"(+/- 232 )",3485,"(+/- 839 )",1005,"(+/- 651 )",4053,"(+/- 1166 )",440,"(+/- 372 )",1619,"(+/- 494 )",1532,"(+/- 562 )",806,"(+/- 427 )",232,"(+/- 332 )",453,"(+/- 434 )",536,"(+/- 516 )",94,"(+/- 102 )",369,"(+/- 306 )",266,"(+/- 224 )",694,"(+/- 472 )"
Housing,"Gross Rent","Median (dollars)",957,"(+/- 18 )",931,"(+/- 22 )",996,"(+/- 29 )",999,"(+/- 20 )",1313,"(+/- 27 )",1294,"(+/- 47 )",1126,"(+/- 28 )",1172,"(+/- 28 )",1118,"(+/- 27 )",1155,"(+/- 39 )",1216,"(+/- 40 )",732,"(+/- 21 )",767,"(+/- 16 )",1190,"(+/- 40 )",657,"(+/- 15 )",814,"(+/- 18 )",677,"(+/- 14 )",764,"(+/- 28 )"
Housing,"Gross Rent","No rent paid",5325,"(+/- 1236 )",2897,"(+/- 977 )",3078,"(+/- 1006 )",2832,"(+/- 799 )",3163,"(+/- 811 )",1829,"(+/- 608 )",2830,"(+/- 801 )",2092,"(+/- 697 )",3893,"(+/- 1233 )",2934,"(+/- 886 )",1892,"(+/- 536 )",6183,"(+/- 1204 )",4530,"(+/- 1054 )",1761,"(+/- 885 )",7229,"(+/- 1161 )",5845,"(+/- 1112 )",5130,"(+/- 1177 )",4574,"(+/- 952 )"
Socioeconomic,"Income and Benefits (In 2017 inflationlation-adjusted dollars)","Total households",270378,"(+/- 5891 )",253451,"(+/- 6582 )",245766,"(+/- 5076 )",221320,"(+/- 5818 )",297914,"(+/- 6431 )",262101,"(+/- 4856 )",287358,"(+/- 7043 )",253560,"(+/- 5194 )",289228,"(+/- 5572 )",252695,"(+/- 2990 )",248393,"(+/- 4714 )",275493,"(+/- 3709 )",282769,"(+/- 5529 )",260871,"(+/- 4125 )",277450,"(+/- 4083 )",269928,"(+/- 4156 )",281393,"(+/- 3728 )",278604,"(+/- 4198 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Less than $10,000",32210,"(+/- 2906 )",24580,"(+/- 2263 )",11515,"(+/- 1941 )",13011,"(+/- 1851 )",14440,"(+/- 1560 )",7789,"(+/- 1253 )",32546,"(+/- 2931 )",11776,"(+/- 1800 )",20336,"(+/- 2188 )",11912,"(+/- 2023 )",10701,"(+/- 1728 )",27195,"(+/- 2637 )",28006,"(+/- 2677 )",5947,"(+/- 1366 )",17806,"(+/- 2248 )",13710,"(+/- 1648 )",25238,"(+/- 2639 )",13083,"(+/- 1490 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$10,000 to $14,999",14932,"(+/- 2161 )",13049,"(+/- 1802 )",7872,"(+/- 1431 )",9362,"(+/- 1415 )",8160,"(+/- 1388 )",4307,"(+/- 1064 )",16247,"(+/- 2178 )",7645,"(+/- 1329 )",10133,"(+/- 1755 )",6671,"(+/- 1413 )",5432,"(+/- 1169 )",17211,"(+/- 1879 )",16392,"(+/- 2077 )",5284,"(+/- 1284 )",18085,"(+/- 1776 )",9305,"(+/- 1285 )",15011,"(+/- 1568 )",10310,"(+/- 1378 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$15,000 to $24,999",29437,"(+/- 2973 )",30935,"(+/- 2560 )",20915,"(+/- 2396 )",22694,"(+/- 2474 )",18079,"(+/- 2163 )",12679,"(+/- 1676 )",31653,"(+/- 2527 )",16617,"(+/- 2238 )",23962,"(+/- 2686 )",18110,"(+/- 2155 )",19277,"(+/- 2407 )",31133,"(+/- 2453 )",33521,"(+/- 3274 )",11485,"(+/- 1767 )",28662,"(+/- 2599 )",23329,"(+/- 2107 )",32636,"(+/- 2353 )",24455,"(+/- 2282 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$25,000 to $34,999",22254,"(+/- 2720 )",24430,"(+/- 2953 )",21423,"(+/- 2509 )",23595,"(+/- 2514 )",18308,"(+/- 2244 )",12428,"(+/- 1501 )",24625,"(+/- 2715 )",19176,"(+/- 2365 )",23578,"(+/- 2721 )",17504,"(+/- 2056 )",15920,"(+/- 2090 )",27916,"(+/- 3012 )",26183,"(+/- 2337 )",14904,"(+/- 2244 )",29350,"(+/- 2359 )",27674,"(+/- 2338 )",30380,"(+/- 2351 )",24147,"(+/- 2170 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$35,000 to $49,999",34942,"(+/- 3144 )",32591,"(+/- 2755 )",31741,"(+/- 3163 )",33144,"(+/- 2865 )",28181,"(+/- 2422 )",22333,"(+/- 2259 )",25929,"(+/- 2650 )",34606,"(+/- 2617 )",30639,"(+/- 2652 )",26853,"(+/- 2773 )",27033,"(+/- 2483 )",36799,"(+/- 2930 )",33987,"(+/- 2545 )",23326,"(+/- 2805 )",37315,"(+/- 2043 )",33397,"(+/- 2706 )",42603,"(+/- 2683 )",34045,"(+/- 2396 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$50,000 to $74,999",44962,"(+/- 3299 )",45988,"(+/- 3702 )",43370,"(+/- 3519 )",44656,"(+/- 3307 )",48438,"(+/- 3339 )",38135,"(+/- 2615 )",37727,"(+/- 3243 )",46214,"(+/- 3970 )",43160,"(+/- 2933 )",38699,"(+/- 2921 )",44883,"(+/- 3764 )",49918,"(+/- 3713 )",49430,"(+/- 3032 )",42553,"(+/- 3046 )",55538,"(+/- 2900 )",58140,"(+/- 2735 )",55897,"(+/- 3508 )",51235,"(+/- 3180 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$75,000 to $99,999",32596,"(+/- 2464 )",33839,"(+/- 3232 )",31317,"(+/- 2809 )",27148,"(+/- 2258 )",38783,"(+/- 2837 )",34791,"(+/- 2624 )",30133,"(+/- 3258 )",41051,"(+/- 3050 )",32934,"(+/- 2629 )",28652,"(+/- 2377 )",36267,"(+/- 2671 )",33196,"(+/- 2797 )",33282,"(+/- 2834 )",38835,"(+/- 3210 )",35208,"(+/- 2015 )",38022,"(+/- 2941 )",34480,"(+/- 2825 )",37630,"(+/- 2392 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$100,000 to $149,999",35120,"(+/- 2500 )",32003,"(+/- 2826 )",41114,"(+/- 2527 )",27434,"(+/- 2185 )",55073,"(+/- 3239 )",55926,"(+/- 3334 )",38989,"(+/- 2979 )",40290,"(+/- 2882 )",44592,"(+/- 2872 )",41988,"(+/- 2846 )",49451,"(+/- 3093 )",32086,"(+/- 2536 )",37015,"(+/- 2131 )",57380,"(+/- 3486 )",35519,"(+/- 2340 )",41031,"(+/- 2481 )",30009,"(+/- 2115 )",47350,"(+/- 2913 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$150,000 to $199,000",13313,"(+/- 1614 )",9915,"(+/- 1272 )",19689,"(+/- 2032 )",11731,"(+/- 1722 )",27207,"(+/- 1980 )",31633,"(+/- 2090 )",18803,"(+/- 1962 )",20616,"(+/- 2158 )",25155,"(+/- 2293 )",23122,"(+/- 2259 )",21635,"(+/- 1782 )",10712,"(+/- 1457 )",12321,"(+/- 1711 )",28839,"(+/- 2574 )",12744,"(+/- 1413 )",14847,"(+/- 1657 )",8619,"(+/- 1339 )",19479,"(+/- 1740 )"
